speaker	original	traduit
2	<sync>	<sync>
1	IntroV4Confirmation (hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)	IntroV4Confirmation ( salut je suis ellie merci d'être venu aujourd'hui j'ai été créé pour parler aux gens dans un environnement sûr et sécurisé je ne suis pas un thérapeute mais je suis ici pour apprendre sur les gens et j'aimerais apprendre sur vous je vais poser quelques questions pour nous faire commencer et s'il vous plaît n'hésitez pas à me dire tout ce que vos réponses sont totalement confidentielles êtes-vous d'accord avec cela)
2	mhm	- Oui, c'est vrai.
1	okay_confirm (okay)	OK_confirmer (OK)
1	how_doingV (so how are you doing today)	how_doingV (comment allez-vous aujourd'hui)
2	um i'm doing good what about you	Je fais du bien à propos de toi.
1	thats_good (that's good)	c'est bon (c'est bon)
1	great_thanks (i'm great thanks)	grand merci (je suis très reconnaissant)
2	mhm	- Oui, c'est vrai.
1	where_originally (where are you from originally)	o_originalement (d'où êtes-vous à l'origine)
2	um	um
2	l_a <l> los los angeles but	_a <l> ls los angéles mais
2	i currently reside <res>reside in inglewood	i réside actuellement <res>à l'intérieur d'inglewood
2	wait did i answer your question	Attends, j'ai répondu à ta question.
1	cool3 (cool)	refroidir3 (refroidir)
2	i don't know	Je ne sais pas.
1	yeah3 (yeah)	Oui3 (oui)
2	okay	Très bien.
1	like_about_LA (what are some things you really like about l_a)	genre_about_LA (quelles sont certaines choses que vous aimez vraiment à propos de l_a)
2	l_a	_C'est-à-dire
2	um	um
2	the murals	les peintures murales
2	the ocean	l'océan
2	what else	Quoi d'autre
2	the people	le peuple
2	my family's over here so	Ma famille est là.
2	that's the best part	C'est la meilleure partie.
1	thats_great (that's great)	thats_gros (c'est génial)
2	what about you	Et toi ?
2	oh wait yeah <laughter>	Oh attends ouais <rires>
1	dont_like_LA (what are some things you don't really like about l_a)	dont_like_LA (quelles sont certaines choses que vous n'aimez pas vraiment à propos de l_a)
2	um	um
2	i would say	Je dirais
2	the smog	le smog
2	yeah the air it could be cleaner	Ouais l'air qu'il pourrait être plus propre
2	and	et
1	see_mean (i see what you mean)	voir_moyen (je vois ce que vous voulez dire)
2	yeah	Oui.
2	um	um
2	that's pretty <pre> i mean	C'est plutôt <pré> je veux dire
2	there's good people and bad people too	Il y a aussi des gens bien et des gens mauvais.
2	but yeah for the most part it's all good	Mais pour la plupart, c'est bon.
1	yeah3 (yeah)	Oui3 (oui)
1	travel_shoes (i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot)	Travel_shoes (je suis sûr que vous pouvez dire par mes chaussures que je ne suis pas beaucoup un explorateur du monde que vous voyagez beaucoup)
2	um yeah i've been to mexico <me> uh mexico and the temples	J'ai été au Mexique et aux temples.
2	and northern california so yes	et de la californie du Nord donc oui
1	nice (nice)	Sympa.
1	travel_changed (what do you enjoy about traveling)	voyage_changement (qu'est-ce qui vous plaît à voyager)
2	traveling	voyage
2	like cleaner air that's good it's healthier for your body	comme de l'air plus propre qui est bon il est plus sain pour votre corps
2	cleaner bloodflow	un flux sanguin plus propre
2	the um people	les gens
2	culture	culture
2	and stories and when you come back you share stories with like your friends	et des histoires et quand vous revenez, vous partagez des histoires avec vos amis
1	makes_sense (that makes sense)	make_sens (ce qui a du sens)
1	travel_trips (i'd love to hear about one of your trips)	Voyage _voyages (j'adorerais entendre parler d'un de vos voyages)
2	yeah um any time	Oui, n'importe quand.
2	like right now	comme en ce moment
2	or when	ou lorsque
1	uh_huh (uh huh)	C'est quoi, ça ?
2	okay so like this one time when i was kid we went out to the temples	Comme ça, quand j'étais petit, on est allés dans les temples.
2	and um it started raining	et il a commencé à pleuvoir
2	so we just start walking through and like when we get to the top one thing i didn't know before is that the higher you go	Donc nous commençons juste à marcher à travers et comme quand nous arrivons au sommet une chose que je ne savais pas avant est que plus vous allez
2	the the smaller the steps get	le plus petit les étapes obtenir
2	so	donc
2	like people back then had	Comme les gens à l'époque
2	uh smaller feet	uh pieds plus petits
2	so what happened was	Donc ce qui s'est passé était
2	as i went higher towards the temple i had to walk sideways	Comme je suis allé plus haut vers le temple, j'ai dû marcher sur le côté.
2	so my feet could measure up to the the the steps	pour que mes pieds puissent mesurer jusqu'aux marches
2	but once you get up there it's a nice view	Mais une fois là-haut, c'est une belle vue.
2	i yeah	Oui.
1	awesome (awesome)	Impressionnant (impressionnant)
1	study (what did you study at school)	étudier (qu'avez-vous étudié à l'école)
2	uh general education but	uh enseignement général mais
2	um mainly art	um principalement de l'art
2	yeah i took a lot of a lot of art classes	Oui, j'ai pris beaucoup de cours d'art.
1	change_directions (what made you decide to do that)	changement_directions (ce qui vous a fait décider de faire cela)
2	um well	Eh bien...
2	when i was a kid	quand j'étais enfant
2	i scribbled on walls with crayola so i figured you know like it kinda stuck around with me so	J'ai griffonné sur les murs avec Crayola donc j'ai pensé que tu savais comme si c'était un peu coincé avec moi alors
2	i just pursued it	Je viens de la poursuivre.
2	so	donc
2	yeah	Oui.
