speaker	original	traduit
2	<synch>	<synch>
1	IntroV4Confirmation (hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)	IntroV4Confirmation ( salut je suis ellie merci d'être venu aujourd'hui j'ai été créé pour parler aux gens dans un environnement sûr et sécurisé je ne suis pas un thérapeute mais je suis ici pour apprendre sur les gens et j'aimerais apprendre sur vous je vais poser quelques questions pour nous faire commencer et s'il vous plaît n'hésitez pas à me dire tout ce que vos réponses sont totalement confidentielles êtes-vous d'accord avec cela)
2	yes	oui
1	okay_confirm (okay)	OK_confirmer (OK)
1	how_doingV (so how are you doing today)	how_doingV (comment allez-vous aujourd'hui)
2	good	Bonne
2	it's been a nice day	C'était une belle journée.
1	thats_good (that's good)	c'est bon (c'est bon)
1	where_originally (where are you from originally)	o_originalement (d'où êtes-vous à l'origine)
2	the south bay	la baie sud
1	really (really)	Vraiment (vraiment)
2	can i ask you that question too	Puis-je vous poser cette question aussi ?
1	from_LA2 (i am from l_a)	de _LA2 (j'en suis de l_a)
2	oh okay	Oh, ça va.
2	that's where i'm from basically but like the south bay of it	C'est d'où je viens, mais comme la baie sud.
1	cool3 (cool)	refroidir3 (refroidir)
1	like_about_LA (what are some things you really like about l_a)	genre_about_LA (quelles sont certaines choses que vous aimez vraiment à propos de l_a)
2	not much i've been wanting to move anyways	Je n'ai pas beaucoup voulu bouger de toute façon.
1	why2 (why)	Pourquoi2 (pourquoi)
2	just to get a change-up everybody thinks l_a is like	juste pour obtenir un changement tout le monde pense que l_a est comme
2	everything it's the best but	Tout ce que c'est, c'est le meilleur, mais
2	it's too many people and too much traffic	C'est trop de gens et trop de trafic.
1	see_mean (i see what you mean)	voir_moyen (je vois ce que vous voulez dire)
2	<clears throat>	<claire la gorge>
1	travel_shoes (i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot)	Travel_shoes (je suis sûr que vous pouvez dire par mes chaussures que je ne suis pas beaucoup un explorateur du monde que vous voyagez beaucoup)
2	i can't see your shoes	Je ne vois pas tes chaussures.
2	<sniffle>	<sniffle>
1	travel_changed (what do you enjoy about traveling)	voyage_changement (qu'est-ce qui vous plaît à voyager)
2	driving and seeing new stuff	conduire et voir de nouvelles choses
1	travel_trips (i'd love to hear about one of your trips)	Voyage _voyages (j'adorerais entendre parler d'un de vos voyages)
2	last year i went to sacramento	l'année dernière je suis allé à sacramento
2	from here and	d'ici et d'ici
2	stayed out for like a month living in my v_w bus with my wife it was kinda cool camping	rester dehors pendant un mois dans mon bus v_w avec ma femme c'était un peu cool camping
1	nice (nice)	Sympa.
1	change_directions (what made you decide to do that)	changement_directions (ce qui vous a fait décider de faire cela)
2	just wanted to have fun something different	Je voulais juste m'amuser quelque chose de différent.
1	study (what did you study at school)	étudier (qu'avez-vous étudié à l'école)
2	art	et de l ' art
1	still_doing_X (are you still doing that)	still_doing_X (vous faites toujours cela)
2	no a little bit	Pas un petit peu.
1	dream_job (what's your dream job)	Rêve_job (quel est votre travail de rêve)
2	probably doing what you're doing	probablement faire ce que vous faites
2	<laughter>	<rire>
2	i'm really interested in coming up with new ideas and stuff too	Je suis vraiment intéressé à trouver de nouvelles idées et des trucs aussi
1	why2 (why)	Pourquoi2 (pourquoi)
1	awesome (awesome)	Impressionnant (impressionnant)
2	<clears throat>	<claire la gorge>
1	shyoutgoing (do you consider yourself more shy or outgoing)	timingoutway (vous considérez-vous plus timide ou sortant)
2	outgoing	sortant
1	relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)	relax_fishtank (parfois quand je me sens tendu, j'allume l'écran d'écran du réservoir de poisson hey je sais que ce n'est pas hawaii mais c'est le meilleur que j'ai ce que vous faites pour vous détendre)
2	<laughter>	<rire>
2	i haven't been doing much to do relax relaxing lately but i like the beach	Je n'ai pas fait grand-chose pour me détendre ces derniers temps mais j'aime la plage
1	control_temper (how are you at controlling your temper)	control_temper (comment contrôlez-vous votre tempérament)
2	good	Bonne
1	thats_good (that's good)	c'est bon (c'est bon)
1	last_argument (when was the last time you argued with someone and what was it about)	last_argument (quand a été la dernière fois que vous avez discuté avec quelqu'un et de quoi était-il question)
2	i argued with my brother last night actually about him	J'ai discuté avec mon frère hier soir à propos de lui.
2	talking to me with with more respect	me parler avec plus de respect
2	as a person	en tant que personne
1	describe_felt (how did you feel in that moment)	décrivez_felt (comment avez-vous ressenti à ce moment-là)
2	i was mad and i wanted to fight	J'étais fou et je voulais me battre.
1	family_relationship (tell me about your relationship with your family)	family_relationship (parlez-moi de votre relation avec votre famille)
2	it's good but sometimes they're just	C'est bon, mais parfois, c'est juste
2	they're too caught up in what they're doing to pay attention to other people's feelings	ils sont trop pris dans ce qu'ils font pour prêter attention aux sentiments des autres
1	give_example (can you give me an example of that)	give_exemple (pourriez-vous me donner un exemple de cela)
2	like with my brother he's just	comme avec mon frère, il est juste
2	he's just tense because of his situation and he tried to brush <br> brush it off on me	"il est juste tendu à cause de sa situation et il a essayé de brosser ""br"" brosser sur moi"
1	that_sucks (that sucks)	ça suce (ça craint)
1	feelguilty (what's something you feel guilty about)	se sentir coupable (de quoi vous vous sentez coupable)
2	wasting money 'cause i'm married now	gaspiller de l'argent parce que je suis marié maintenant
1	avoid (could you have done anything to avoid it)	éviter (vous auriez pu faire n'importe quoi pour l'éviter)
2	yeah not doing it	Oui, je ne le fais pas.
1	memory_erase (tell me about an event or something that you wish you could erase from your memory)	memory_erase (dis-moi un événement ou quelque chose que tu souhaites pouvoir effacer de ta mémoire)
