speaker	original	traduit
2	<synch>	<synch>
1	IntroV4Confirmation (hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)	IntroV4Confirmation ( salut je suis ellie merci d'être venu aujourd'hui j'ai été créé pour parler aux gens dans un environnement sûr et sécurisé je ne suis pas un thérapeute mais je suis ici pour apprendre sur les gens et j'aimerais apprendre sur vous je vais poser quelques questions pour nous faire commencer et s'il vous plaît n'hésitez pas à me dire tout ce que vos réponses sont totalement confidentielles êtes-vous d'accord avec cela)
2	mm yes	mm oui
1	okay_confirm (okay)	OK_confirmer (OK)
1	how_doingV (so how are you doing today)	how_doingV (comment allez-vous aujourd'hui)
2	mm i'm doing pretty good	Je me débrouille bien.
1	thats_good (that's good)	c'est bon (c'est bon)
1	where_originally (where are you from originally)	o_originalement (d'où êtes-vous à l'origine)
2	uh i was born in los angeles	Je suis né à Los Angeles.
1	really (really)	Vraiment (vraiment)
2	mhm	- Oui, c'est vrai.
1	like_about_LA (what are some things you really like about l_a)	genre_about_LA (quelles sont certaines choses que vous aimez vraiment à propos de l_a)
2	um i like the diversity of the city all the attractions and things that you can see um the food restaurants	um j'aime la diversité de la ville toutes les attractions et choses que vous pouvez voir um les restaurants de nourriture
1	mhm (mhm)	Mhm (mhm)
2	things like that	Des choses comme ça
1	dont_like_LA (what are some things you don't really like about l_a)	dont_like_LA (quelles sont certaines choses que vous n'aimez pas vraiment à propos de l_a)
2	traffic	trafic
2	freeways	autoroutes
2	crime	la criminalité
1	see_mean (i see what you mean)	voir_moyen (je vois ce que vous voulez dire)
1	travel_shoes (i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot)	Travel_shoes (je suis sûr que vous pouvez dire par mes chaussures que je ne suis pas beaucoup un explorateur du monde que vous voyagez beaucoup)
2	mm	mm
2	uh yes i do	Oui, c'est vrai.
1	cool3 (cool)	refroidir3 (refroidir)
1	travel_changed (what do you enjoy about traveling)	voyage_changement (qu'est-ce qui vous plaît à voyager)
2	mhm	- Oui, c'est vrai.
2	um seeing new places or going back and seeing same places and just enjoying relaxing getting away from l_a	um voir de nouveaux endroits ou revenir en arrière et voir les mêmes endroits et juste profiter se détendre s'éloigner de l_a
1	travel_trips (i'd love to hear about one of your trips)	Voyage _voyages (j'adorerais entendre parler d'un de vos voyages)
2	uh well let's see last trip	Eh bien, voyons voir le dernier voyage.
2	i made was up to the central coast up in uh cambria and pismo beach area and um solvang santa ynez	J'ai fait jusqu'à la côte centrale en haut de la plage de cambria et de pismo et um solvang santa ynez
1	nice (nice)	Sympa.
2	uh huh	Heu, heu.
2	yeah	Oui.
1	memorableB (what's one of your most memorable experiences)	mémorableB (ce qui est l'une de vos expériences les plus mémorables)
2	probably uh when i got to study abroad in madrid spain when i was a student at u_c_l_a	probablement uh quand j'ai étudié à l'étranger en espagne Madrid quand j'étais étudiant à u_c_l_a
1	wow (wow)	C'est pas vrai.
2	uh huh in terms of travel	En ce qui concerne les voyages
1	tell_about_that (can you tell me about that)	d'en parler (vous pouvez m'en parler)
2	uh yeah i was um i participated in the uh education abroad program at u_c_l_a where you go live in another country to learn the language and you live there for a year	J'ai participé au programme d'éducation à l'étranger à u_c_l_a où vous allez vivre dans un autre pays pour apprendre la langue et vous y vivez pendant un an.
2	at the university <univers> and you study at the university	à l'université <univers> et vous étudiez à l'université
2	and uh it it was just a memorable year something <someth> an experience that i would never <laughter> forget	Et c'était juste une année mémorable quelque chose de <quelque chose> une expérience que je n'aurais jamais <rire> oublier
1	good_hear (that's so good to hear)	Bien entendu (c'est si bon à entendre)
2	thanks	Merci beaucoup.
1	shyoutgoing (do you consider yourself more shy or outgoing)	timingoutway (vous considérez-vous plus timide ou sortant)
2	probably more shy but uh sometimes i could be outgoing	probablement plus timide, mais parfois je pourrais être sortant
1	like_what (like what)	comme_quoi (comme quoi)
2	um i'm more shy in terms of you know i it takes me it takes time <t> time for me to get to know people i mean i'm not a real party person i don't like to go to parties and meet people and things like that	Je suis plus timide en ce qui concerne vous savez que j'ai besoin de temps pour apprendre à connaître des gens je veux dire que je ne suis pas une vraie personne de fête je n'aime pas aller à des fêtes et rencontrer des gens et des choses comme ça
2	but if i if i'm among friends and things like that then i can be pretty outgoing	Mais si je suis entre amis et des choses comme ça, alors je peux être assez sortante.
1	mhm (mhm)	Mhm (mhm)
1	okay_confirm (okay)	OK_confirmer (OK)
2	with people i know	avec des gens que je connais
1	relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)	relax_fishtank (parfois quand je me sens tendu, j'allume l'écran d'écran du réservoir de poisson hey je sais que ce n'est pas hawaii mais c'est le meilleur que j'ai ce que vous faites pour vous détendre)
2	<laughter>	<rire>
2	<laughter>	<rire>
2	<laughter>	<rire>
2	um drink wine	um boire du vin
2	um	um
2	yeah drink wine maybe listen to some uh	Oui boire du vin peut-être écouter un peu
2	nice music	belle musique
1	okay_confirm (okay)	OK_confirmer (OK)
1	control_temper (how are you at controlling your temper)	control_temper (comment contrôlez-vous votre tempérament)
2	pretty good i can i'm pretty good at controlling my emotions	assez bien je peux être assez bon pour contrôler mes émotions
1	thats_good (that's good)	c'est bon (c'est bon)
1	last_argument (when was the last time you argued with someone and what was it about)	last_argument (quand a été la dernière fois que vous avez discuté avec quelqu'un et de quoi était-il question)
2	oh gosh um	Oh mon dieu um
2	i wouldn't say it was a real argument it was more like a what just a	Je ne dirais pas que c'était un vrai argument que c'était plus comme un
2	discussion maybe	discussion peut-être
2	about	à propos de
