speaker	original	traduit
1	I am the psychiatrist here in this department.	Je suis le psychiatre de ce département.
2	I came to see you because my GP sent me to see you didn't he?	Je suis venu te voir parce que mon général m'a envoyé te voir, n'est-ce pas ?
1	Yeah, yeah.	Ouais, ouais.
2	He said come and see a trick cyclist cuz then you'll be all right.	Il m'a dit de venir voir un coureur cycliste, alors tout ira bien.
1	Come and see us a trick cyclist a psychiatrist.	Venez nous voir un coureur cycliste, un psychiatre.
2	Yeah, he not he not had time to listen to me.	Il n'a pas eu le temps de m'écouter.
2	You see?	Vous voyez ?
2	Okay.	Très bien.
2	He's a GP.	C'est un généraliste.
2	He's a doctor but I don't think he's very clever.	C'est un docteur, mais je ne pense pas qu'il soit très intelligent.
2	He's not very clever because he's not okay getting to getting to this.	Il n'est pas très malin parce qu'il n'est pas d'accord pour en arriver là.
2	You see won't let let me talk about this.	Tu ne me laisseras pas en parler.
2	He sort of listen to it sometimes but then sometimes he doesn't	Il l'écoute parfois, mais parfois il ne l'écoute pas.
1	Right.	Oui.
1	Can I just clarify why you are here and why I'm here.	Je peux vous expliquer pourquoi vous êtes ici et pourquoi je suis ici.
1	I'm the psychiatrist.	Je suis le psychiatre.
2	Well, I've come to see you in the emergency clinic today.	Je suis venu te voir à la clinique d'urgence aujourd'hui.
1	Okay, and your GP has asked me to see you.	D'accord, et ton général m'a demandé de te voir.
2	So that's why I'm here.	C'est pour ça que je suis là.
2	Is that right?	C'est vrai ?
2	Yeah, cuz I got to tell you about this.	Ouais, parce que je dois te parler de ça.
2	There's important stuff in there really important stuff.	Il y a des choses importantes là-dedans.
2	Okay.	Très bien.
2	Well before we start with that I come to see you.	Avant de commencer, je viens te voir.
1	Can I just ask you what you would like me to call you?	Je peux te demander comment tu voudrais que je t'appelle ?
1	What name?	Quel nom ?
2	Yeah name name is a game.	Oui, le nom est un jeu.
2	I don't bother with names.	Je ne m'embête pas avec les noms.
2	That's just too good, right?	C'est trop bien, non ?
2	Okay.	Très bien.
2	Call me Audrey.	Appelez-moi Audrey.
1	Okay.	Très bien.
1	I'm a psychiatrist over here.	Je suis psychiatre.
1	Okay.	Très bien.
1	Now, what is Audrey?	Qu'est-ce qu'Audrey ?
1	Can I ask you how old you are Audrey?	Je peux vous demander quel âge vous avez Audrey ?
2	How old is Odell you're only as old as the woman you feel aren't you?	Quel âge a Odell ? Tu n'as que l'âge de la femme que tu ressens, n'est-ce pas ?
2	I feel quite young and better than most women in their 20s.	Je me sens assez jeune et mieux que la plupart des femmes dans la vingtaine.
1	Right.	Oui.
1	Okay.	Très bien.
1	So how old would that make you Audrey?	Quel âge ça te ferait Audrey ?
2	My ID would say I am 35 but I feel 23 and free free food food for the soul a nice bit of Soul.	Ma carte d'identité dirait que j'ai 35 ans mais je me sens 23 et de la nourriture gratuite pour l'âme un bon peu d'âme.
2	Yeah, I write a big fish fantast.	Oui, j'écris un fantasme de poisson.
2	I'm not hungry right you have any food any food here?	Je n'ai pas faim, tu as à manger ici ?
2	You have any food?	Vous avez à manger ?
2	I'm starving now.	Je meurs de faim.
2	They won't be able to get you any food.	Ils ne pourront pas t'acheter de nourriture.
2	Let's okay now, let's get back to this.	Allons-y maintenant, revenons à ça.
2	This is important.	C'est important.
2	Yes.	Oui.
2	That's a good idea you okay.	C'est une bonne idée que tu vas bien.
2	This is why I'm here to talk to you about this, right?	C'est pour ça que je suis là pour te parler de ça, non ?
2	Okay to tell you what's going on.	D'accord pour vous dire ce qui se passe.
1	Okay, tell me a bit about this then.	Ok, parle-moi un peu de ça alors.
2	Well, this is this is the work I've been doing and it's really important.	C'est le travail que j'ai fait et c'est vraiment important.
2	If it's Mike here for World hungry hunger.	Si c'est Mike ici pour la faim dans le monde.
2	That's what it is.	C'est ça.
2	You know, it's all written down here while it's not written down.	Tu sais, tout est écrit ici alors qu'il n'est pas écrit.
2	It's here.	C'est ici.
2	It's at home in my books at home.	C'est à la maison dans mes livres à la maison.
1	right	droite
