speaker	original	traduit
1	Here's the tally.	Voilà le décompte.
2	okay thanks this is $100	Ok merci, c'est 100 $
1	Okay.	Très bien.
2	so at least two	donc au moins deux
1	Great.	Génial.
2	how's it going	Comment ça va ?
1	Good.	Tant mieux.
2	so last week is weird last week is very weird I was sleeping the whole week I don't know what the fuck was going on but I was sleeping every day until like two one I don't know like I was exhausted it was really weird	Donc la semaine dernière c'est bizarre la semaine dernière c'est très bizarre je dormais toute la semaine je ne sais pas ce qui se passait mais je dormais tous les jours jusqu'à ce que deux fois je ne sais pas comme si j'étais épuisée c'était vraiment bizarre
1	I wonder why.	Je me demande pourquoi.
2	I don't know and it happens to me sometime so it's hard not to get a little hypo now hypochondria chondriac	Je ne sais pas et ça m'arrive parfois donc c'est dur de ne pas avoir une petite hypoglycémie maintenant hypochondria chondriac
2	I don't know if it's that I'm snoring at night and I'm not resting so like I'm not going into a deep sleep.	Je ne sais pas si c'est que je ronfle la nuit et je ne me repose pas comme si je n'allais pas dormir profondément.
2	I don't know what the fuck it is, but the weird thing last week.	Je ne sais pas ce que c'est, mais c'est bizarre la semaine dernière.
2	Was it was all week?	C'était toute la semaine ?
2	I mean it was all fucking week when I left her on Monday.	Je veux dire, c'était toute la semaine quand je l'ai quittée lundi.
2	Usually I go to Starbucks or just kind of	D'habitude je vais à Starbucks ou juste un peu
2	or just try to get stuff done.	Ou juste essayer de faire les choses.
2	I got all the way to Starbucks in or something in me.	J'ai fait tout le chemin pour Starbucks ou quelque chose en moi.
2	I could just feel like I was absolutely exhausted.	J'avais l'impression d'être épuisée.
2	I don't know but then.	Je ne sais pas, mais alors.
2	With all that shit with the fire department and the it was already an exhausting week.	Avec toute cette merde avec le service des pompiers et le fait que c'était déjà une semaine épuisante.
2	You know what I mean?	Tu vois ce que je veux dire ?
2	Like it was a weird week.	Comme si c'était une semaine bizarre.
2	I was already feeling that way and then with all that shit, I don't know.	Je me sentais déjà comme ça et avec toutes ces conneries, je ne sais pas.
2	But here's the weird thing Friday evening.	Mais voilà le truc bizarre vendredi soir.
2	I think or late afternoon and I saw this video this Army but who went from not being able to walk that well to like losing tons of weight.	Je pense ou en fin d'après-midi et j'ai vu cette vidéo cette armée mais qui est partie de ne pas pouvoir marcher aussi bien pour aimer perdre des tonnes de poids.
2	And I mean he was on disability.	Et je veux dire qu'il était handicapé.
2	He was all messed up.	Il était tout foiré.
2	So there's this amazing video of this guy who decided to learn yoga and you went to all these yoga teachers and told him and told them his story and they're like, it's really hard for you can barely walk.	Donc il y a cette vidéo incroyable de ce gars qui a décidé d'apprendre le yoga et vous êtes allé à tous ces professeurs de yoga et lui a dit et leur a raconté son histoire et ils sont genre, c'est vraiment difficile pour vous pouvez à peine marcher.
2	So it's going to be very difficult to do these poses one.	Il va donc être très difficile de faire ça pose un.
2	Yoga teacher kind of took him in and look I lost a little weight and now he like runs.	Professeur de yoga en quelque sorte l'a pris et regarde j'ai perdu un peu de poids et maintenant il aime courir.
2	He's completely changed his life.	Il a complètement changé sa vie.
2	Nothing is thing about it is I was sobbing I was like, maybe this is emotional	Rien n'y est, c'est que j'étais en train de sangloter, peut-être que c'est émotif.
2	Is it somehow emotionally backed up all week?	Est-ce que c'est émotif toute la semaine ?
2	Cuz I was like sobbing and it's not it's very anyone that doesn't get emotional watching.	Parce que j'étais comme sangloter et que ce n'est pas quelqu'un qui n'obéit pas à l'émotion.
2	This video is an idiot.	Cette vidéo est idiote.
2	But to like be sobbing like that.	Mais d'aimer sangloter comme ça.
2	I don't know.	Je ne sais pas.
2	I just need to have a really good cry and then suddenly	J'ai juste besoin d'avoir un très bon cri et puis tout d'un coup
1	Don't make a lot of sense if there's something emotionally you start feeling stuck and broken inside.	N'aie pas beaucoup de sens s'il y a quelque chose d'émotionnel que tu commences à sentir coincé et cassé à l'intérieur.
1	Is it something about the video the story?	Est-ce que c'est quelque chose à propos de la vidéo l'histoire ?
