speaker	original	traduit
1	How are you?	Comment allez-vous ?
2	It sounds odd, but I'm kind of feeling over therapist.	Ça a l'air bizarre, mais je me sens plutôt thérapeute.
2	I don't know if that makes sense, but I'm actually not sure.	Je ne sais pas si c'est logique, mais je ne suis pas sûr.
1	meaning like	ce qui signifie comme
2	I don't know.	Je ne sais pas.
2	I'm finding myself with a I'm finding myself really emotionally exhausted.	Je me retrouve avec un je me trouve vraiment épuisé émotionnellement.
1	What considerably?	Qu'est-ce qu'il y a de plus important ?
2	Well sometimes but sometimes Cell Therapy helps and I don't know like I don't know like if I don't want to like talk about dealing with some things or if I want to meet less frequently for a while or what?	Eh bien parfois, mais parfois la thérapie cellulaire aide et je ne sais pas comme je ne sais pas si je ne veux pas aimer parler de traiter de certaines choses ou si je veux me rencontrer moins fréquemment pendant un moment ou quoi?
1	I get it.	J'ai compris.
2	With the you know, of course always are I just want to avoid dealing with myself?	Avec vous savez, bien sûr, est-ce que je veux juste éviter de m'occuper de moi-même ?
1	Sprite	Sprite
2	Which is always an option.	Ce qui est toujours une option.
2	I don't know like I was thinking about this a little bit like you know, so and then I use the sort of stair like no, I think like I like meeting frequently, but right now I don't know and it's not like meeting frequently for some of that but I don't know I guess because I think what I want is some relief from I just don't want to have to deal with it or think about like difficult stuff like like one of the things I hated about out was feeling like I don't want to do this again.	Je ne sais pas comme je pensais à ça un peu comme vous le savez, donc et puis j'utilise le genre d'escalier comme non, je pense comme j'aime me rencontrer fréquemment, mais en ce moment je ne sais pas et ce n'est pas comme me rencontrer fréquemment pour une partie de cela, mais je ne sais pas je suppose parce que je pense que ce que je veux c'est un soulagement de ne pas avoir à faire face à ça ou penser à des choses difficiles comme une des choses que je détestais était de me sentir comme je ne veux pas faire ça à nouveau.
2	Like I don't know I felt like I've already talked about that a lot and it's really hard and I don't want to like go back to square one of that, but then I saw her again and	Comme si je ne savais pas que j'avais l'impression d'en avoir déjà beaucoup parlé et que c'est vraiment dur et que je ne veux pas revenir à la case départ, mais ensuite je l'ai revu et
2	I think I was more circumstantial.	Je crois que j'étais plus circonstancielle.
1	This is when you were on the bus with her.	C'est quand tu étais dans le bus avec elle.
2	This was when I was at the bus stop.	C'était quand j'étais à l'arrêt de bus.
1	Yeah, it was at the movie theater.	Oui, c'était au cinéma.
2	Yeah.	Oui.
1	Okay.	Très bien.
2	and then like last week, I was at a coffee shop with a friend and right outside the window A car pulled up and she got out and started you no fussing with her stuff and got out and left or I don't know but I was facing directly out to the window and what sort of	Et puis comme la semaine dernière, j'étais dans un café avec un ami et juste devant la fenêtre Une voiture s'est levée et elle est sortie et t'a pas fait de bruit avec ses affaires et est partie ou je ne sais pas, mais j'étais face directement à la fenêtre et quel genre de
2	give that is I mostly was just like I don't really feel stressed about like I don't think I'm going to feel stressed unless she walks in to this where I am like the shop that I'm in but like seeing her doing whatever wasn't feeling stressful, which was good because I just I guess seeing her just brought back so many negative like just really bad and made it like doing and just	je ne pense pas que je vais me sentir stressée à moins qu'elle n'entre dans cette boutique où je suis comme le magasin où je suis mais comme la voir faire ce qui n'était pas stressant, ce qui était bien parce que je suppose qu'elle vient de rapporter tant de négatifs comme juste vraiment mauvais et fait comme faire et juste
2	I don't think I don't to be like I just don't know.	Je ne pense pas être comme si je ne savais pas.
2	I don't want to do it like I do but I don't know if that makes sense because I didn't feel any like anything good about not being upset or scared her her of her or having like longing for her and then the situation with the bus.	Je ne veux pas le faire comme je le fais, mais je ne sais pas si c'est logique parce que je ne me sentais pas comme quelque chose de bien de ne pas l'avoir énervée ou effrayée d'elle ou d'avoir envie d'elle et puis de la situation avec le bus.
2	I felt like I don't know like I rebooted almost but that's what it felt like that like on the moment.	J'avais l'impression de ne pas savoir que j'ai presque redémarré, mais c'est ce que j'ai ressenti en ce moment.
2	I just mostly just that once I got home and the next day a few days.	J'ai surtout que quand je suis rentré à la maison et le lendemain quelques jours.
2	I just got in the game.	Je viens d'entrer dans le jeu.
2	Oh God, like do I have to do this all over again if that makes sense?	Oh mon Dieu, comme si je devais tout refaire si ça avait du sens ?
