speaker	original	traduit
1	Where do we start today?	Par où commençons-nous aujourd'hui ?
2	I still feel like I'm stressed.	J'ai toujours l'impression d'être stressée.
2	Maybe I'm stressed but I don't know.	Peut-être que je suis stressée, mais je ne sais pas.
2	I'm just afraid to ask my boss about the whole.	J'ai juste peur d'interroger mon patron sur l'ensemble.
2	Hey, can I?	Je peux ?
2	Thing, but I did say at work for a full day last week for all three days.	Mais je l'ai dit au travail pour une journée complète la semaine dernière pendant les trois jours.
1	How did you feel?	Comment tu te sentais ?
2	I thought okay, I wasn't really panicking or anything like that.	Je me suis dit que je ne paniquais pas vraiment ou quelque chose comme ça.
2	My dad's old computer was taking forever and I basically spend an hour or something.	Le vieux ordinateur de mon père prenait une éternité et je passais une heure ou quelque chose comme ça.
2	That should have taken 15 minutes.	Ça aurait dû prendre 15 minutes.
1	So bored frustrated no panic when you feel stressed when you look back over the week and you say I still feel stressed.	Si ennuyé frustré aucune panique quand vous vous sentez stressé quand vous regardez en arrière au cours de la semaine et vous dites que je me sens toujours stressé.
1	When are you noticing it?	Quand le remarquez-vous ?
2	I think it's when I get up in the morning and I have to get myself to work or in the evening when I need to get things done before I go to bed and I'm like, how will have food for tomorrow or have dinner tonight?	Je pense que c'est quand je me lève le matin et que je dois me mettre au travail ou le soir quand j'ai besoin de faire les choses avant d'aller me coucher et je suis genre, comment vais-je manger pour demain ou dîner ce soir ?
1	So it's not during the actual doing of the day.	Ce n'est donc pas pendant la journée.
1	It's when you were.	C'est quand tu l'étais.
2	I never stressed at work.	Je n'ai jamais stressé au travail.
2	I might get panicky at work, but it's not from work is this dress like the preparation and a lot of time in the evening to Wine down and have dinner especially it's like me and Sydney are going to do something and then Sydney panics and then it's like okay.	J'ai peut-être paniqué au travail, mais ce n'est pas du travail, c'est cette robe comme la préparation et beaucoup de temps le soir à Wine Down et dîner surtout c'est comme si Sydney et moi allions faire quelque chose et puis Sydney panique et puis c'est comme si c'était bien.
2	Can I do this myself?	Je peux le faire moi-même ?
2	I don't know depending on what I'm doing the longer.	Je ne sais pas en fonction de ce que je fais plus longtemps.
2	I wait for him to stop panicking the last time I house.	J'attends qu'il arrête de paniquer la dernière fois que j'habite.
1	So it sounds like what's really making you feel anxious and moments are parts of the day is when you're kind of predicting the future thinking about having to get to work if I have enough time.	On dirait donc que ce qui vous rend vraiment anxieux et que les moments font partie de la journée, c'est quand vous prédisez l'avenir à devoir travailler si j'ai assez de temps.
1	Will I have time to get this project done?	Aurai-je le temps de terminer ce projet?
1	Will I be able to do this thing on my own in the evening?	Est-ce que je pourrai faire ça toute seule le soir ?
1	How does it usually turn out?	Comment ça se passe, d'habitude ?
2	Sometimes it turns out that I end up going to bed later than I would have liked and I'm still able to get to work in the morning.	Parfois, il s'avère que je finis par me coucher plus tard que ce que j'aurais voulu et que je suis toujours capable de travailler le matin.
2	Sometimes it ends up with me getting to work later.	Parfois, ça finit par me faire travailler plus tard.
2	I've never been at the point where I've gone to work and didn't have anything to eat.	Je n'ai jamais été au point où je suis allé travailler et n'avais rien à manger.
1	That's good.	C'est bien.
2	I don't think I've ever had to miss dinner either.	Je n'ai jamais eu à manquer le dîner non plus.
1	Is that what you're worried about when you're worrying about not having enough time are those the things you're worried about?	C'est ce qui t'inquiète quand tu t'inquiètes de ne pas avoir assez de temps, c'est ça qui t'inquiète ?
2	Missing in like like missing dinner.	Disparu comme s'il manquait un dîner.
2	Sometimes it just feeling like I don't have any free time and I'm wasting away time doing whatever for Sydney or something.	Parfois, je me sens comme si je n'avais pas de temps libre et je perds mon temps à faire n'importe quoi pour Sydney.
2	I don't know since I don't have work today.	Je ne sais pas depuis que je n'ai pas de travail aujourd'hui.
2	I don't have work again until tomorrow and I haven't had work since Thursday.	Je n'ai plus de travail avant demain et je n'ai plus de travail depuis jeudi.
1	That seems like a long time ago.	Ça semble être il y a longtemps.
2	Yeah, I guess it is usually worried about not having time to eat food or do laundry and happiness clean clothes for work.	Ouais, je suppose qu'il est généralement inquiet de ne pas avoir le temps de manger de la nourriture ou faire la lessive et le bonheur des vêtements propres pour le travail.
2	We end up doing laundry today.	On finit par faire la lessive aujourd'hui.
2	Maybe I should go out and shopping because right now there are four shirts that I use for work, which makes me usually have to do laundry once a week if I had more shirts for work and I could	Peut-être devrais-je aller faire des courses parce qu'en ce moment il y a quatre chemises que j'utilise pour le travail, ce qui me fait généralement devoir faire la lessive une fois par semaine si j'avais plus de chemises pour le travail et je pourrais
2	Doing laundry every week the same thing would happen.	Faire la lessive chaque semaine, c'est la même chose.
2	It was just at least happen Okay, I can lend you that day.	C'était au moins arrivé Ok, je peux te prêter ce jour-là.
2	And that's what I ended up doing last week taking stuff in my laundry bag because his laundry hamper things are really really heavy is there is down to the basement at his place a really really steep.	Et c'est ce que j'ai fini par faire la semaine dernière en prenant des trucs dans mon sac de lessive parce que son panier de lessive les choses sont vraiment très lourds est il ya jusqu'au sous-sol à son endroit un vraiment très raide.
2	So if I'm doing laundry at his place is a lot easier if he carries them down, but I can carry down smaller amounts of things for myself, which I should be able to do if I have to question actually be dependent on him for laundry, and I'm not	Donc si je fais la lessive chez lui est beaucoup plus facile s'il les emporte, mais je peux porter de plus petites quantités de choses pour moi-même, ce que je devrais être capable de faire si je dois questionner vraiment être dépendant de lui pour la lessive, et je ne suis pas
