speaker	original	traduit
1	How are you?	Comment allez-vous ?
2	I'm okay.	Je vais bien.
2	I think I don't know.	Je crois que je ne sais pas.
2	I'm kind of not sure I feel okay today.	Je ne suis pas sûr de me sentir bien aujourd'hui.
2	I don't know.	Je ne sais pas.
2	I think I'm definitely kind of mildly depressed or something.	Je crois que je suis un peu déprimée.
2	I feel tired.	Je me sens fatiguée.
2	I was just a crazy.	J'étais juste un fou.
2	I was already feeling a little bit off before all of this shit happens.	Je me sentais déjà un peu à l'aise avant que tout ça arrive.
2	So	Alors
1	What was it like for your Friday?	Comment c'était pour ton vendredi ?
2	it was crazy was definitely traumatizing.	C'était complètement traumatisant.
2	There's no question.	Il n'y a aucun doute.
1	Oh my goodness.	Oh mon Dieu.
1	This was a night you mean?	C'était une nuit que tu veux dire ?
2	Thursday after they killed that cop and got chased into Chest Tire.	Jeudi après avoir tué ce flic et été poursuivi dans Chest Tire.
2	I don't know it's going to take some time.	Je ne sais pas si ça va prendre du temps.
2	And then what was it 20 hours?	Et après, c'était quoi, 20 heures ?
2	I don't know.	Je ne sais pas.
2	It's hard to put into words that kind of hair because at that point your life.	C'est difficile de mettre en mots ce genre de cheveux parce qu'à ce moment-là votre vie.
2	Well, this guy has nothing obviously he knows it's over they didn't care about dying or killing other people.	Eh bien, ce gars n'a rien de visiblement il sait que c'est fini qu'ils ne se souciaient pas de mourir ou de tuer d'autres personnes.
2	So it would just make sense if I was that person and	Donc ça aurait un sens si j'étais cette personne et
2	and that insane then it would only make sense to just knock my	et ce fou alors ça n'aurait qu'un sens de frapper mon
2	Someone's door take a few more people out and just blow yourself up.	La porte de quelqu'un amène quelques autres personnes dehors et vous fait sauter.
2	There are no words to explain it to feel like that could happen.	Il n'y a pas de mots pour l'expliquer pour penser que cela pourrait arriver.
2	I mean, yeah, there were armed.	Je veux dire, oui, il y avait des armes.
2	But all that takes is a second if he knows he's going to die.	Mais tout ce qu'il faut c'est une seconde s'il sait qu'il va mourir.
2	Anyway, just do it.	Quoi qu'il en soit, fais-le.
2	It was a fucking it was just you know, I don't know.	C'était un putain de truc que tu sais, je ne sais pas.
1	the starting point of hearing the noises and then seeing them I would think that alone is	le point de départ d'entendre les bruits et puis de les voir je pense que seul est
2	Oh, yeah, I just like the sounds were so loud.	Oh, ouais, j'aime juste que les sons soient si bruyants.
2	It was clearly there was no confusing.	Il était clair qu'il n'y avait pas de confusion.
2	I mean it was surreal.	Je veux dire, c'était surréaliste.
2	It was surreal.	C'était surréaliste.
2	Suddenly.	Soudain.
2	It sounded like there was a war going on.	On aurait dit qu'il y avait une guerre.
2	The horrifying part the first thing I thought because it sounded like it was so much noise.	La partie horrible la première chose que j'ai pensé parce que ça sonnait comme si c'était tellement de bruit.
2	It didn't sound like two or three people.	Ça ne ressemblait pas à deux ou trois personnes.
2	I was horrified that they come to Josiah and there was some kind of group.	J'ai été horrifié qu'ils viennent à Josiah et qu'il y ait une sorte de groupe.
2	Do you know what I mean?	Tu vois ce que je veux dire ?
