speaker	original	traduit
1	What's new?	Quoi de neuf ?
2	So, I don't know if I mentioned that my type of medication is changing.	Donc, je ne sais pas si j'ai mentionné que mon type de médicament change.
1	Oh, I don't think so.	Je ne crois pas.
2	Yeah, which is not really.	Oui, ce qui ne l'est pas vraiment.
2	Oh, I think I met with her like the day after we last met a day or two.	Oh, je crois que je l'ai rencontrée comme le lendemain de notre dernière rencontre d'un jour ou deux.
2	I'm switching off Lexapro and onto Celexa or Celebrex whichever one is actually in a depressant.	J'éteins Lexapro et sur Celexa ou Celebrex si celui-ci est dans un dépresseur.
1	Probably Celexa, I think Celexa and Lexapro, you know how there is right-handed and left-handed molecules.	Probablement Celexa, je pense que Celexa et Lexapro, vous savez comment il y a des molécules droites et gauchers.
1	I think one's one and the others the other.	Je pense que l'un est l'un et l'autre l'autre.
2	Yeah, she said it was kind of like unfortunately.	Oui, elle a dit que c'était un peu comme malheureusement.
2	She's like so	Elle est comme ça.
2	You're going to feel like crap for a while and I was like, oh, well, then awesomely right on schedule.	Tu vas te sentir comme de la merde pendant un moment et j'ai été comme, oh, eh bien, alors génialment dans les temps.
2	I started feeling like crap the 23rd 24th.	J'ai commencé à me sentir merdique le 23 24.
2	Yeah.	Oui.
2	She had actually predicted that one of the worst day is probably going to be around the 27th, and it was horrible.	Elle avait prédit qu'une des pires journées serait probablement vers le 27, et c'était horrible.
1	That's too bad.	C'est dommage.
2	Yeah Ikea today with my parents and my mom and offered to drive me home, but we had a little miscommunication.	Ouais Ikea aujourd'hui avec mes parents et ma mère et a proposé de me ramener à la maison, mais nous avons eu un peu de mauvaise communication.
1	I'm going to put this on if you can talk a little louder, right she offered to drive you back.	Je vais mettre ça si tu peux parler un peu plus fort, elle t'a proposé de te ramener.
2	There was some miscommunication about me staying 3 days longer and when I realized that I was like I almost we were out at my parents house.	Il y a eu une mauvaise communication au sujet de mon séjour de 3 jours de plus et quand j'ai réalisé que j'étais comme j'étais presque nous étions dehors à la maison de mes parents.
2	And this all came and I'm like, I don't know if I can move her go to dinner or do anything.	Et tout ça est arrivé et je ne sais pas si je peux la déplacer pour dîner ou faire quoi que ce soit.
2	So I was just like, oh my God, I can't do three more days.	Donc j'étais comme, oh mon Dieu, je ne peux pas faire trois jours de plus.
2	Actually it would have been for more days at that point.	En fait, ça l'aurait été pendant plus de jours à ce moment-là.
2	Amazingly my parents.	Étonnamment mes parents.
2	My mom did not freak out about me staying about me saying, so I'm leaving tomorrow with surprise me a lot, but she didn't	Ma mère n'a pas flippé que je reste à propos de moi en disant, donc je pars demain avec beaucoup de surprise, mais elle n'a pas
1	So what day was that?	C'était quel jour ?
2	Thursday so what Christmas is Wednesday, so yeah the 26th.	Jeudi donc ce que Noël est mercredi, donc oui le 26.
2	It was like	C'était comme si
1	right, so you have the double whammy of	Oui, donc vous avez le double whammy de
2	yeah, I think my mom knows I wasn't feeling great.	Ouais, je pense que ma mère sait que je ne me sentais pas bien.
2	Because she was also being really anxious and one of the ways she likes to express this is just to stare at me a lot with a concerned face or speak really loudly and try to drive me into conversation, which doesn't work very well.	Parce qu'elle était aussi très anxieux et qu'une des façons dont elle aime exprimer cela est juste de me regarder beaucoup avec un visage préoccupé ou de parler très fort et d'essayer de me conduire à la conversation, ce qui ne fonctionne pas très bien.
2	Add appointment brother is sort of a talk to Mom.	Ajouter un rendez-vous frère est une sorte de parler à maman.
2	I can't do it.	Je ne peux pas.
2	Yeah, I mean the trip was it was okay for the first few days or so.	Oui, je veux dire que le voyage était correct pour les premiers jours environ.
2	I was like, oh, okay Christmas to you happened Christmas happened, but	J'étais comme, oh, ok, Noël à vous est arrivé Noël est arrivé, mais
2	That was okay, but I felt like I don't know the bed.	C'était bon, mais j'avais l'impression de ne pas connaître le lit.
2	She had me sleeping is extrude excruciating Lee and comfortable and my brother's wife gets really cold is Italy so that he doesn't like seven day and I will end it like 66 or 67.	Elle m'a fait dormir est extrudante Lee excruciante et confortable et la femme de mon frère devient vraiment froide est l'Italie de sorte qu'il n'aime pas sept jours et je finirai comme 66 ou 67.
2	So I'm always hot and sweaty and I end up having to buy myself to shirt so I can wear something always so frustrating because there's no one no one of my house like my brother his wife my parents the largest shirt.	Donc je suis toujours chaud et transpirant et je finis par devoir m'acheter à la chemise pour que je puisse porter quelque chose de toujours si frustrant parce qu'il n'y a personne de ma maison comme mon frère sa femme mes parents la plus grande chemise.
2	In the house would probably be a smaller or medium so I couldn't borrow anything which always makes me feel awkward this year.	Dans la maison serait probablement un plus petit ou moyen de sorte que je ne pouvais pas emprunter quoi que ce soit qui me rend toujours mal à l'aise cette année.
2	My brother's like know.	Mon frère est comme le savoir.
2	I have a loose shirt and I'm like, no that won't say I'm having that argument is just having the argument is just frustrating.	J'ai une chemise lâche et je suis comme, non qui ne dirai pas que j'ai cette dispute est juste avoir l'argument est juste frustrant.
2	I'm like look at the two of us I wouldn't fit and yeah, I'm still feeling I still feel like garbage.	J'ai l'impression de nous voir tous les deux que je n'irais pas et oui, j'ai toujours l'impression de me sentir comme des ordures.
2	I just don't feel good, which is really frustrating.	Je ne me sens pas bien, ce qui est vraiment frustrant.
2	I told actually I was like, I'm really sorry.	J'ai dit que j'étais vraiment désolé.
2	I doing this medication switch.	Je fais ce switch de médicaments.
2	Sorry and one day I think I think was this weekend.	Désolé et un jour je pense que c'était ce week-end.
2	I was cooking something and Ashley was like, do you need any help and I was like no.	Je cuisinais quelque chose et Ashley était comme, tu as besoin d'aide et j'étais comme non.
2	No, I'm good.	Non, ça va.
2	I was Keen to cook and then I suddenly wasn't feeling was feeling super resentful and angry at her for not helping to cook even though I hadn't asked her.	J'étais Keen pour cuisiner et puis soudain je ne me sentais pas très rancunier et en colère contre elle pour ne pas aider à cuisiner, même si je ne lui avais pas demandé.
2	In fact, in fact, I said know which made me feel so crazy because I'm just like I didn't even you know, I was both upset like I was still really upset about it, but also thinking you shouldn't be because you didn't ask what level also that was upsetting.	En fait, en fait, j'ai dit savoir ce qui m'a fait me sentir si fou parce que je suis juste comme je ne l'ai pas même vous savez, j'étais tous les deux contrarié comme j'étais encore vraiment contrarié à ce sujet, mais aussi pensant que vous ne devriez pas être parce que vous ne demandez pas à quel niveau aussi c'était bouleversant.
1	That kind of thing has been happening.	Ce genre de chose s'est passé.
2	Yeah, when we were talking doctor koth at one point was asking was I was worried that I might need to take some FMLA days off.	Oui, quand on parlait de docteur Koth à un moment précis, j'avais peur de devoir prendre quelques jours de congé de la FMLA.
2	I was feeling completely extra not great.	Je ne me sentais pas très bien.
2	Which I don't know why last week didn't happen.	Ce que je ne sais pas pourquoi la semaine dernière n'est pas arrivée.
2	I was sick on Thursday Friday.	J'étais malade jeudi vendredi.
2	I had it I had a snow day.	J'ai eu une journée de neige.
2	So I feel like I've only been working for 2 days, so I don't know.	Donc j'ai l'impression de ne travailler que depuis 2 jours, donc je ne sais pas.
1	Did dr.	C'est le Dr.
1	Bond estimate things would improve?	L'estimation des obligations s'améliorerait ?
2	We're supposed to have met on Wednesday, but he is but she's sick.	On est censés se rencontrer mercredi, mais il l'est, mais elle est malade.
2	So now she's saying probably a month at least.	Elle dit au moins un mois.
1	Why did you switch?	Pourquoi avez-vous changé ?
2	Actually wanted to switch off the Wellbutrin.	En fait, je voulais éteindre le Wellbutrin.
