speaker	original	traduit
1	Where do you want to start today?	Où voulez-vous commencer aujourd'hui ?
2	I'm not sure like things are getting better with Sidney like when we talked after the fight.	Je ne suis pas sûr que les choses s'améliorent avec Sidney comme quand on a parlé après le combat.
2	So I think the problem I guess is my tone of voice when I'm mad at him and because like when we get into an argument, you know, and he says I'm yelling at him.	Donc je pense que le problème c'est mon ton de voix quand je suis en colère contre lui et parce que comme quand on se dispute, tu sais, et il dit que je lui crie dessus.
2	I'm like, I'm not yelling.	Je ne crie pas.
2	He's like, well you sound really upset.	Il est comme, et bien tu as l'air vraiment contrarié.
1	Yeah.	Oui.
2	And I'm like, I am really upset like I mean, I guess it's solution then is to figure out how to fix my tone of voice.	Et je suis comme, je suis vraiment en colère comme je veux dire, je suppose que c'est la solution alors est de trouver comment réparer mon ton de voix.
1	You hear what he's saying?	Vous entendez ce qu'il dit ?
1	Like do you can you hear in your voice what he's reacting to?	Comme si tu entendais dans ta voix ce à quoi il réagit ?
2	Not always like I mean I used to think I sound mad but I don't think I sound like more mad that I am or really super duper mad.	Pas toujours comme si j'avais l'habitude de penser que j'avais l'air fou, mais je ne pense pas que j'ai l'air plus fou que je suis ou vraiment super duper fou.
2	And I just don't know if it's like, you know part of me is like will I'm angry and I want you to know it but then again that's just hurting him.	Et je ne sais pas si c'est comme, tu sais qu'une partie de moi est comme si je serais en colère et je veux que tu le saches mais là encore, ça lui fait mal.
2	So	Alors
2	I don't know.	Je ne sais pas.
2	I told him well, why don't you record the next fight we have and then I can listen to my voice, but I don't know if that would like I guess I have to but I think the only way to change it is to like be more patient while being mad like it seems like the only way	Je lui ai bien dit, pourquoi ne pas enregistrer le prochain combat que nous avons et puis je peux écouter ma voix, mais je ne sais pas si ça me plairait mais je pense que la seule façon de le changer est d'être plus patient tout en étant fou comme si c'était la seule façon
1	Well, you finding a way to say that you're angry, but speaking calmly might make it easier for him to hear what you're really saying.	Eh bien, tu trouves un moyen de dire que tu es en colère, mais parler calmement pourrait rendre plus facile pour lui d'entendre ce que tu dis vraiment.
2	Yeah, because then he shuts down and it's like he's not listening to me and then he gets mad because I'm repeating myself.	Oui, parce qu'il s'arrête et c'est comme s'il ne m'écoutait pas et qu'il s'énerve parce que je me répète.
2	I'm like, but you're not listening to me you're shutting down and not letting me talk interrupting me.	Je suis comme, mais vous ne m'écoutez pas vous fermez et ne me laissez pas parler m'interrompre.
2	That's not really going to work.	Ça ne marchera pas vraiment.
1	Right.	Oui.
