speaker	original	traduit
1	Hi, come on in.	Bonjour, entrez.
2	Sorry, I'm late.	Désolé, je suis en retard.
1	Come in.	Entrez.
1	You know what?	Tu sais quoi ?
1	I realized one quick matter on housekeeping so next week I give out statements.	Je me suis rendu compte qu'il y avait une petite affaire sur le ménage, donc la semaine prochaine, j'ai fait des déclarations.
2	Okay.	Très bien.
1	So we still haven't decided on what the fee was I was starting to make up the statement.	Donc, nous n'avons toujours pas décidé quel était le prix que j'étais en train de calculer le relevé.
2	Oh, okay.	C'est bon.
1	We still haven't talked about that.	On n'en a toujours pas parlé.
2	I thought 85	Je croyais que 85
1	That's fine.	C'est bon.
1	Normally I think I had said that I normally when people are working that's fine.	Normalement, je pense avoir dit que j'étais normalement quand les gens travaillent, c'est bien.
1	We're meeting twice a week.	On se voit deux fois par semaine.
1	And so I understand that's pretty costly 85 will be more than fine.	Et donc je comprends que c'est assez coûteux 85 sera plus que bien.
2	Okay, and then you'll just send the bill.	D'accord, et après tu vas envoyer la facture.
1	Yeah, I'll email it to you.	Oui, je vous l'envoie par e-mail.
2	OU email it to me	Ou vous me l'envoyez par e-mail
1	Yes.	Oui.
2	And then I can just bring you in a check.	Et puis je peux juste vous rapporter un chèque.
1	Yeah.	Oui.
1	Yeah.	Oui.
1	I usually just ask people to pay within a couple of weeks of state of the statements.	D'habitude, je demande juste aux gens de payer dans quelques semaines de l'état des déclarations.
2	Okay, so it should work out fine.	Ok, donc ça devrait bien se passer.
1	Okay.	Très bien.
2	I feel like I haven't seen you in so long.	J'ai l'impression de ne pas t'avoir vu depuis si longtemps.
1	We didn't see each other on Monday.	On ne s'est pas vus lundi.
2	Noel which reminds me this coming Monday I'm going to be at in Ohio and like I won't be back in time, so I just don't want to like take a chance of missing and not being able to be here.	Noel qui me rappelle ce lundi à venir je vais être à l'Ohio et comme je ne serai pas de retour dans le temps, donc je ne veux juste pas aimer prendre un risque de disparition et ne pas pouvoir être ici.
2	So I'll just come next Thursday.	Je viendrai jeudi prochain.
1	Next Thursday, okay.	Jeudi prochain, d'accord.
2	Okay.	Très bien.
2	It's been kind of a long week.	La semaine a été longue.
2	I'm trying to think so we went to court last week.	J'essaie de penser que nous sommes allés au tribunal la semaine dernière.
1	I haven't seen you since then.	Je ne t'ai pas vu depuis.
2	Madonna Rain on the charges and then the trial starts on March 22nd.	Madonna Rain sur les accusations et puis le procès commence le 22 mars.
2	So hopefully between now and then we can I guess the goal is to be able to get the charges dismissed.	J'espère donc que d'ici là, nous pourrons nous assurer que l'objectif est d'être en mesure d'obtenir le renvoi des accusations.
2	So hopefully but we will see Kevin was here all weekend and he was pretty attached on Friday 12 Thursday night, and I thought okay.	J'espère qu'on verra que Kevin était là tout le week-end et qu'il était très attaché le vendredi 12 jeudi soir, et j'ai pensé que ça allait.
2	Well that seems pretty normal because we're going to court and then after we serve talked and then he kind of just sort of like disappeared almost she was there physically, but just sort of went away and eventually I guess it was early Saturday morning.	Eh bien, ça semble assez normal parce qu'on va au tribunal et après on a parlé et puis il a en quelque sorte disparu presque elle était là physiquement, mais juste en quelque sorte parti et finalement je suppose que c'était tôt samedi matin.
2	We were talking and I think he just is really nervous about everything going on.	Nous parlions et je pense qu'il est vraiment nerveux à propos de tout ce qui se passe.
2	And it keeps saying like he doesn't really know if we're going to be able to it.	Et ça n'arrête pas de dire qu'il ne sait pas vraiment si on va pouvoir le faire.
2	I guess make things work and he keeps saying that he's trying to sort of keep everything that's happening lately separate not really integrate our relationship into all that stuff.	Je suppose que ça marche et il continue à dire qu'il essaie de garder tout ce qui se passe ces derniers temps séparés pas vraiment intégrer notre relation dans tout ça.
2	But I'm not sure I'm all I'm feeling a little confused as to what he wants and I don't even think he probably really knows right now because he'll be really distant and then he says like I don't want to fall back into a pattern that we had before I want I want, you know to start over and make things, you know better on one hand.	Mais je ne suis pas sûr d'être tout ce que je me sens un peu confus quant à ce qu'il veut et je ne pense même pas qu'il le sache vraiment vraiment en ce moment parce qu'il sera vraiment distant et puis il dit que je ne veux pas retomber dans un modèle que nous avions avant que je veuille, tu sais pour recommencer et faire des choses, tu sais mieux d'une part.
2	And then on the other hand, you know like Saturday and Sunday, we are together.	Et puis d'un autre côté, vous savez comme samedi et dimanche, nous sommes ensemble.
2	We went out and we had a good time and we were talking and it was sort of not completely back to normal but in a way it was	Nous sommes sortis et nous avons passé un bon moment et nous parlions et c'était une sorte de retour à la normale, mais d'une certaine façon c'était
2	So I feel like how do we keep things separate and not really fall back into a pattern like start over but he keeps saying like, oh, we can't start over until you know, after all the legal stuff is taken care of and I'm just like so I don't even know what is happening right now and he keeps saying like he wants to still see me in like travel back and forth and all these other stuff.	Donc j'ai l'impression que comment on garde les choses séparées et pas vraiment revenir dans un modèle comme le départ, mais il continue à dire comme, oh, on ne peut pas recommencer jusqu'à ce que tu saches, après tout ce qui est légal est pris en charge et je suis juste comme si je ne savais même pas ce qui se passe en ce moment et il continue à dire comme il veut toujours me voir dans comme voyage aller-retour et tous ces autres trucs.
2	So I'm sort of just confused as to what he I guess what his feelings are about everything.	Donc je suis un peu confuse quant à ce qu'il pense de tout.
2	And I know that he you know.	Et je sais qu'il est au courant.
2	Falling back into a pattern if you know not talking and not being able to communicate correctly and fighting is definitely not where we want to go.	Retourner dans un modèle si vous ne savez pas parler et ne pas être en mesure de communiquer correctement et se battre n'est certainement pas là où nous voulons aller.
2	But at the same time it's like if you're trying to keep it separate and then you want to start over or should we be seeing each other now, but he doesn't want to break up.	Mais en même temps, c'est comme si vous essayiez de le garder séparé et puis vous voulez recommencer à zéro ou si nous nous voyons maintenant, mais il ne veut pas rompre.
2	So I'm sort of just like going with it at the moment.	Donc je suis un peu comme aller avec en ce moment.
2	And not really sure which new I mean, I tried talking him to stop but he just keep saying I don't know.	Et pas vraiment sûr du nouveau que je veux dire, j'ai essayé de lui parler pour arrêter mais il continue juste à dire que je ne sais pas.
2	And I guess you know, he doesn't know maybe he just needs some time to sort of figure that out I guess and he's trying to I think he's just trying really hard to not fall back into pattern what we did before.	Et je suppose que vous savez, il ne sait pas peut-être qu'il a juste besoin d'un peu de temps pour comprendre que je suppose et il essaie de je pense qu'il essaie juste vraiment difficile de ne pas revenir dans le modèle ce qu'on a fait avant.
2	and so	et ainsi de suite
2	his way of doing this is whatever he's doing right now.	sa façon de faire est tout ce qu'il fait en ce moment.
2	I don't know but I'm supposed to be going there this weekend I leave tonight and you know, I was feeling nervous because I didn't really want the weekend to kind of go how last weekend went where he was just completely detached and almost didn't even talk to me for all all of you know, most of Friday.	Je ne sais pas, mais je suis censé y aller ce week-end je pars ce soir et tu sais, je me sentais nerveux parce que je ne voulais pas vraiment que le week-end se passe comme si le week-end dernier allait là où il était complètement détaché et presque même pas me parler pour tous vous savez, la plupart du vendredi.
2	It was just very awkward and he is I felt really uncomfortable about it.	C'était juste très gênant et il est que je me sentais vraiment mal à l'aise à ce sujet.
2	And I sort of just said, you know, I just don't really want to keep that to keep happening if that's how it's going to be every time we see each other.	Et je viens juste de dire, tu sais, je ne veux pas vraiment que ça continue à se passer si c'est comme ça que ça va se passer à chaque fois qu'on se voit.
2	You know, maybe it's better if we just push back and we don't really spend too much time together.	Tu sais, c'est peut-être mieux si on recule et qu'on ne passe pas trop de temps ensemble.
2	So he said he's nervous about this weekend.	Il a dit qu'il était nerveux pour ce week-end.
2	But he also said like every time we get nervous we can't just be scared and not do anything like we talked about it or something then maybe it will make it a little bit better.	Mais il a aussi dit comme chaque fois que nous devenons nerveux nous ne pouvons pas juste avoir peur et ne pas faire quelque chose comme nous en avons parlé ou quelque chose alors peut-être que cela le rendra un peu mieux.
1	Do you know why he wants to keep sort of the legal, you know, what's going legally from other things in your relationship?	Savez-vous pourquoi il veut garder une sorte de légal, vous savez, ce qui se passe légalement à partir d'autres choses dans votre relation ?
2	I think it feels like I guess what happened.	Je pense que j'ai l'impression de deviner ce qui s'est passé.
2	He just keeps saying that doesn't happen in most relationships.	Il n'arrête pas de dire que ça n'arrive pas dans la plupart des relations.
2	Most people don't have this happen.	La plupart des gens n'ont pas ça.
2	Like this doesn't happen all the time.	Comme si ça n'arrivait pas tout le temps.
2	Like what kind of relationship is this if this is happening, is it even a good relationship?	Comme quel genre de relation est-ce si cela se produit, est-ce même une bonne relation ?
2	And I guess he's like, I can't focus on pushing back on putting back together a relationship until I can focus on until everything until after I've done focusing on dealing with the whole legal stuff.	Et je suppose qu'il est genre, je ne peux pas me concentrer sur repousser à remettre en place une relation jusqu'à ce que je puisse me concentrer sur tout jusqu'à ce que j'ai fini de me concentrer sur tout ce qui est légal.
2	But now that the arraignment over we sort of have two months where we're just kind of Sitting In Limbo.	Mais maintenant que l'accusation sur nous avons en quelque sorte deux mois où nous sommes assis à Limbo.
2	I mean we can't do anything.	On ne peut rien faire.
2	We'll talk to our lawyers when we have to but there's not really a whole lot that we can really do and I don't want to thank that like we're just wasting the next two months sort of not moving forward and not really doing anything.	Nous parlerons à nos avocats quand nous le devrons, mais il n'y a pas beaucoup de choses que nous pouvons vraiment faire et je ne veux pas remercier cela comme si nous gaspillons juste les deux prochains mois en sorte de ne pas aller de l'avant et de ne pas faire vraiment quoi que ce soit.
2	You know, I'm coming here and you know, hopefully working stuff out and I was kind of hoping that it would all just sort of coincide.	Tu sais, je viens ici et tu sais, j'espère travailler et j'espérais que tout coïnciderait.
