speaker	original	traduit
1	Good morning.	Bonjour.
2	good morning how are you	Bonjour, comment allez-vous ?
1	I'm doing okay.	Je vais bien.
1	Let's see a quick thing about insurance.	Voyons voir un petit truc sur l'assurance.
1	So Blue Cross seems to be pain up over the rate.	Donc la Croix Bleue semble être la douleur au-dessus de la vitesse.
1	They said they would.	Ils ont dit qu'ils le feraient.
2	yeah	Oui.
1	You saw that too.	Tu l'as vu aussi.
2	I don't know I'll let you finish	Je ne sais pas si je te laisserai finir.
1	Okay, so I mean I don't need to take any more that I'm taking.	Ok, donc je veux dire je n'ai pas besoin de prendre plus que je prends.
1	I'm it's not exactly an air.	Je ne suis pas vraiment un air.
1	I don't think for various reasons.	Je ne pense pas pour diverses raisons.
1	At least.	Du moins.
1	I don't feel compelled to let them know.	Je ne me sens pas obligé de leur dire.
1	So, I mean my thought was essentially just a credit you or write a check.	Donc, je veux dire que ma pensée était essentiellement juste un crédit vous ou écrire un chèque.
2	that sounds great	Ça a l'air génial.
2	Since I ask for it back I can give it back.	Puisque je le demande, je peux le rendre.
1	Okay.	Très bien.
2	The day before you called them.	La veille, tu les as appelés.
2	I don't know what the order was but there is the day that we got the letter that denied the request then that day.	Je ne sais pas ce que l'ordre était, mais il y a le jour où nous avons reçu la lettre qui a rejeté la demande alors ce jour-là.
2	I got a check from them.	J'ai un chèque d'eux.
2	Worried about that seems over like what I had expected.	C'est ce que je m'attendais.
2	How do I approve the request?	Comment puis-je approuver la demande?
1	ha	hé
2	Which is why it wasn't clear to me that you had communicated with them at all and that there was an error.	C'est pourquoi il n'était pas clair pour moi que vous aviez communiqué avec eux et qu'il y avait une erreur.
2	So that's what prompted me to call them the next day.	C'est ce qui m'a poussé à les appeler le lendemain.
1	ha	hé
2	But it doesn't matter.	Mais ça n'a pas d'importance.
1	Okay.	Très bien.
