speaker	original	traduit
1	Hey.	Bonjour.
2	So I made the mistake of looking into my voicemail yesterday.	Donc j'ai fait l'erreur de regarder dans mon répondeur hier.
1	Sorry to hear that.	Désolé d'entendre ça.
2	I hadn't realized how long it had been since I really listen to it and I all those I was going to delete a whole bunch of messages.	Je n'avais pas réalisé combien de temps ça faisait depuis que je l'écoutais vraiment et j'ai tous ceux que j'allais supprimer un tas de messages.
2	And so it made me listen to them before I could listen to anything else.	Et ça m'a fait les écouter avant que je puisse écouter n'importe quoi d'autre.
2	So there were two messages from this guy with the ambulance company has been this whole thing where Blue Cross said, they weren't going to pay for any of the ambulance from one of those times one of the times I was in the hospital because it was like a non-emergency thing and even though so we had to write a grievance to them to say while I didn't have the option of refusing to take the ambulance.	Donc, il y avait deux messages de ce gars avec la compagnie d'ambulance a été toute cette chose où Blue Cross a dit, ils n'allaient pas payer pour l'ambulance d'une de ces fois une des fois que j'étais à l'hôpital parce que c'était comme une chose non-urgence et même si nous avons dû leur écrire un grief pour dire alors que je n'avais pas la possibilité de refuser de prendre l'ambulance.
2	Yeah.	Oui.
1	This is like an ER to the hospital or something.	C'est comme une urgence à l'hôpital ou quelque chose comme ça.
1	Yeah.	Oui.
2	And so that's been sent in and they've received it.	Et c'est ce qui a été envoyé et ils l'ont reçu.
2	Hopefully they'll pay for some of it at least but I had forgotten that that was sent in that we actually did that because I can't remember anything.	J'espère qu'ils en paieront au moins une partie, mais j'avais oublié qu'on l'avait fait parce que je ne me souviens de rien.
2	So I just thought I'd been ignoring this guy from the ambulance company and then another message was I actually didn't make it through all the messages because I was freaking out too much.	Donc j'ai juste pensé que j'avais ignoré ce gars de la compagnie d'ambulance et puis un autre message était que je n'ai pas fait passer tous les messages parce que je flippais trop.
2	Yeah, I had to hang up.	Oui, j'ai dû raccrocher.
2	So I applied for this job as a substitute teacher in the city with the public schools like back in January or end of December.	J'ai donc postulé pour ce poste d'enseignant remplaçant dans la ville avec les écoles publiques comme en janvier ou fin décembre.
2	So I had a message from when I was in the hospital in January offering me a job interview.	J'ai eu un message de mon séjour à l'hôpital en janvier m'offrant un entretien d'embauche.
2	So that didn't happen.	Donc ça n'est pas arrivé.
2	So, you know, I'm started freaking out just telling you about it.	Donc, tu sais, j'ai commencé à flipper en te disant ça.
2	It was really freaking out listening to it.	C'était vraiment flippant de l'écouter.
2	I got home and kind of fell apart and you know Jim's comforted me and everything.	Je suis rentré et je me suis un peu effondré et tu sais que Jim m'a réconforté et tout.
2	And that was the rest of the day like this happened right after my appointment with you yesterday and all I could do for the rest of the day with sit and read my book because every time I stopped and you know tried to actually get some work done or do anything I would just fall apart again.	Et c'était le reste de la journée comme cela s'est passé juste après mon rendez-vous avec vous hier et tout ce que je pouvais faire pour le reste de la journée avec assis et lire mon livre parce que chaque fois que j'ai arrêté et vous savez a essayé de faire du travail ou faire tout ce que je voulais juste tomber à nouveau.
2	Yeah, I don't know how to live like this.	Ouais, je ne sais pas comment vivre comme ça.
2	It's like I spend so much of my energy not thinking about things while I mean, I can't deal with problems and then I don't have	C'est comme si je dépensais tellement d'énergie à ne pas penser aux choses pendant que je veux dire, je ne peux pas gérer les problèmes et puis je n'ai pas
2	The attention that I ordinarily would have because you know a huge portion of my energy is going toward staving off this Panic that's there all the time.	L'attention que j'aurais ordinairement parce que vous savez qu'une grande partie de mon énergie va vers l'évitement de cette Panique qui est là tout le temps.
2	This morning was going okay, but I talked to Amanda on the phone and that was going okay, and she said she really thought that James and I should move to San Antonio and made a pretty good case for it just in terms of having a community, but I just couldn't handle that.	Ce matin allait bien, mais j'ai parlé à Amanda au téléphone et ça allait bien, et elle a dit qu'elle pensait vraiment que James et moi devrions déménager à San Antonio et faire une bonne affaire pour ça juste en termes d'avoir une communauté, mais je ne pouvais pas gérer ça.
2	I'm kind of trying to talk about anxiety and I feel like I've been trying to act like it's not as much of a big deal as it is, but it's just really devastating for me.	J'essaie de parler d'anxiété et j'ai l'impression d'avoir essayé d'agir comme si c'était moins grave que ça, mais c'est vraiment dévastateur pour moi.
2	I feel like it's crippling me.	J'ai l'impression que ça me paralyse.
2	I'm so scared.	J'ai tellement peur.
2	I don't even know what I'm scared of.	Je ne sais même pas de quoi j'ai peur.
2	I'm just so scared.	J'ai tellement peur.
1	Yeah.	Oui.
1	I think some of what you're scared of is like an intensity of your anger at yourself for not being able to handle things.	Je pense qu'une partie de ce dont vous avez peur est comme une intensité de votre colère contre vous-même pour ne pas être en mesure de gérer les choses.
1	You feel like you should be able to handle.	Tu as l'impression d'être capable de gérer.
2	Yeah, I do.	Oui.
1	I think now sometimes you do want to kill yourself for that or kill yourself so you don't have to feel that.	Je pense que parfois tu veux te tuer pour ça ou te tuer pour ne pas avoir à le ressentir.
2	Yeah.	Oui.
2	I feel like I'm constantly on the verge of just getting into huge trouble over something.	J'ai l'impression d'être constamment sur le point d'avoir d'énormes ennuis pour quelque chose.
2	I never know what it is.	Je ne sais jamais ce que c'est.
2	I'll have forgotten about that turned out to be really important.	J'aurais oublié que ça s'est avéré très important.
1	Well, you probably don't remember this because it was sort of in the throes of the stuff that we had talked about.	Tu ne t'en souviens probablement pas parce que c'était en quelque sorte en plein milieu des choses dont on avait parlé.
1	how not being able to remember things can feel like having	comment ne pas pouvoir se souvenir des choses peut se sentir comme avoir
1	feel like not having control over things in the way you feel you should	vous sentez comme ne pas avoir le contrôle sur les choses dans la façon dont vous vous sentez que vous devriez
2	I don't remember talking about that.	Je ne m'en souviens pas.
1	yeah, and so it can be something you blame yourself alot for I think.	Ouais, et donc ça peut être quelque chose que tu te blâmes beaucoup pour je pense.
2	Yeah, yeah.	Ouais, ouais.
2	James you know at the end of the day, thank me for taking care of myself, you know for actually just saying well, I'm not going to be able to get anything done today.	James, tu le sais à la fin de la journée, merci de m'avoir pris soin de moi, tu sais d'avoir dit juste bien, je ne vais pas pouvoir faire quoi que ce soit aujourd'hui.
2	I just need to take a day off.	J'ai juste besoin de prendre un jour de congé.
1	Yeah.	Oui.
2	Play felt so bad.	Jouer se sentait si mal.
2	I hate that.	Je déteste ça.
2	Yeah, I hate myself when I'm like that.	Oui, je me déteste quand je suis comme ça.
2	I don't know why I can't just get over it.	Je ne sais pas pourquoi je ne peux pas m'en remettre.
2	Or push through it or something.	Ou poussez-le ou quelque chose comme ça.
2	Yeah, I don't know what's going to happen the rest of the day.	Ouais, je ne sais pas ce qui va se passer le reste de la journée.
2	I really hate this.	Je déteste vraiment ça.
2	But I hope I mean at some point I have to listen to the rest of my messages and I hope I'll be able to do that soon, but I don't know.	Mais j'espère qu'à un moment donné je dois écouter le reste de mes messages et j'espère pouvoir le faire bientôt, mais je ne sais pas.
2	I know it's not that much to deal with but it feels like too much.	Je sais que ce n'est pas beaucoup à gérer, mais c'est trop.
2	My dad's coming home tomorrow.	Mon père rentre demain.
2	We'll see how that goes.	On va voir comment ça se passe.
2	Like I just want to hide.	Comme si je voulais juste me cacher.
1	I think you might worried that I won't react.	Je pense que vous pourriez craindre que je ne réagisse pas.
1	Well if you hide for a little while.	Si tu te caches un peu.
2	Yeah.	Oui.
