speaker	original	traduit
1	Hi, come on in.	Bonjour, entrez.
2	I like that chair.	J'aime bien cette chaise.
2	I think we have this exact same chair.	Je pense que nous avons exactement la même chaise.
1	Do you it's from the furniture store?	Est-ce que ça vient du magasin de meubles ?
2	Oh, I just from the name.	Oh, je viens juste du nom.
2	How are you?	Comment allez-vous ?
1	Good.	Tant mieux.
1	Thank you.	Je vous remercie.
2	I had another hard week.	J'ai eu une autre semaine difficile.
2	I just feel like since I've been coming here.	Je me sens comme depuis que je viens ici.
2	I have become more detached.	Je suis devenu plus détaché.
2	Like I just feel really alienated from Harold.	Comme si je me sentais vraiment aliénée par Harold.
2	I don't know.	Je ne sais pas.
2	It's almost like I just you know, and I just feel really detached.	C'est presque comme si je savais, et je me sens vraiment détaché.
1	How do you link it to coming here in feeling more detached?	Comment le lier à venir ici en se sentant plus détaché ?
2	The reason I came was to be more in touch with my feelings and be able to express my feelings.	La raison pour laquelle je suis venu était d'être plus en contact avec mes sentiments et de pouvoir exprimer mes sentiments.
2	I imagine that's a scary thing for me so protections.	J'imagine que c'est une chose effrayante pour moi si des protections.
1	You're going in the other direction.	Vous allez dans l'autre sens.
2	Yeah, that's what it feels like.	Oui, c'est ce que ça fait.
1	How's your picking?	Comment tu choisis ?
2	I can definitely okay.	Je peux vraiment m'en sortir.
2	I think I can definitely tie it to getting worse than when I'm feeling more discharge, which is why I question whether is it is something similar to I know we talked about work about borderline personality disorder, and I know that they cut to feel something because they feel and I just think there's some of that there because I seem to do more picking when I'm more anxious and attached so it's I don't know I can't I don't want to know if I can say it's better to depend some days better some days not	Je pense que je peux définitivement l'attacher à empirer que quand je me sens plus de décharge, c'est pourquoi je me demande si c'est quelque chose de semblable à ce que je sais que nous avons parlé de travail sur le trouble de personnalité borderline, et je sais qu'ils coupent pour sentir quelque chose parce qu'ils sentent et je pense juste qu'il y a une partie de cela là parce que je semble faire plus de choix quand je suis plus anxieux et attaché donc je ne sais pas que je ne peux pas savoir si je peux dire que c'est mieux de dépendre de quelques jours mieux certains jours pas
2	You know, I think the other thing is the feeling the first feeling that I think I can get in touch with his anger and I don't want to you know, Sheila.	Tu sais, je pense que l'autre chose est le sentiment que le premier sentiment que je pense pouvoir entrer en contact avec sa colère et je ne veux pas que tu saches, Sheila.
2	I just feel like this whole thing with hair or just has you-know-who up in me for a long time just angry at him not feeling well feeling depressed not enjoying his retirement not appreciating.	J'ai juste l'impression que tout ça avec des cheveux ou juste que tu sais-qui en moi depuis longtemps juste en colère contre lui ne se sentant pas bien déprimé ne profitant pas de sa retraite pas appréciant.
2	I feel not appreciating everything due to what the situation is like for me.	Je n'apprécie pas tout en raison de ce que la situation est pour moi.
2	And so I don't quite know what to do with that.	Et donc je ne sais pas quoi en faire.
1	And you were talking about it.	Et vous en parliez.
1	I guess it's small piece, but certainly a piece of it is knowing that having lost her inheritance and retirement yourself through your family's loss in a vast amount of money.	Je suppose que c'est un petit morceau, mais certainement un morceau de celui-ci est de savoir qu'avoir perdu son héritage et se retirer vous-même par la perte de votre famille dans une grande quantité d'argent.
2	Yes.	Oui.
2	Yes.	Oui.
2	Kind of I kind of just accepted it.	Je l'ai en quelque sorte accepté.
2	I haven't really dealt with it.	Je ne m'en suis pas vraiment occupé.
2	I think I think Harold Express more.	Je crois qu'Harold Express est plus.
2	He was more in touch with being angry about that than I was.	Il était plus en contact avec ça qu'avec moi.
2	I don't know.	Je ne sais pas.
