speaker	original	traduit
1	How are you?	Comment allez-vous ?
2	I'm tired.	Je suis fatiguée.
2	I was up late last night basking.	Je me suis levée tard la nuit dernière.
2	I was awakened to the sound of street cleaning.	J'ai été réveillée au bruit du nettoyage des rues.
2	I was a little bizarre, which is nice.	J'étais un peu bizarre, ce qui est gentil.
2	They don't give you a warning and some places to come around with a loudspeaker.	Ils ne vous donnent pas un avertissement et quelques endroits pour venir avec un haut-parleur.
2	That means I had to move my car at 8.	Ça veut dire que j'ai dû déplacer ma voiture à 8 heures.
2	I should have gone to the sea to the CVS to pick up medicine.	J'aurais dû aller au CVS chercher des médicaments.
2	So my meds are so screwed up right now.	Donc mes médicaments sont tellement merdiques en ce moment.
1	What's up?	Quoi de neuf ?
2	The Prozac I started I up my dosage.	Le Prozac, j'ai commencé mon dosage.
2	So I've run out and I can't renew it until tomorrow.	Donc je suis à court de temps et je ne peux pas le renouveler avant demain.
2	So I'm out of it.	Donc je suis en dehors de ça.
2	I just don't care.	Je m'en fiche.
2	I don't feel like asking for extra to tide me over until tomorrow until I can get more or calling Micah.	Je n'ai pas envie de demander un supplément jusqu'à demain jusqu'à ce que je puisse en avoir plus ou appeler Micah.
2	I still haven't gotten any new Klonopin and I refuse to call her.	Je n'ai toujours pas de Klonopin et je refuse de l'appeler.
2	singer on Friday, so I figure I'll just get new prescriptions for the	le chanteur vendredi, donc je pense que je vais juste obtenir de nouvelles prescriptions pour le
1	Have you done without the Klonopin?	Avez-vous fini sans le Klonopin ?
2	All right, I guess I haven't had a whole lot to be really anxious over.	D'accord, je suppose que je n'ai pas eu beaucoup de choses pour être vraiment anxieux.
2	I got this one kind of litigation case that's supposed to go on trial in January, which it looks like it looks likely but it's not I've got to tell the guy that's flying in from Europe that it's not going to happen.	J'ai ce genre de procès qui doit être jugé en janvier, ce qui semble probable, mais je n'ai pas à dire au gars qui vole d'Europe que ça n'arrivera pas.
2	I'm putting a bad position because she wants to move the trial but she's supposed to propose the first draft of the pre-trial memorandum.	Je mets une mauvaise position parce qu'elle veut déplacer le procès, mais elle est supposée proposer la première ébauche du procès préliminaire.
2	Then I fill in my information and we go back and forth and Hammer out the memorandum for the judge.	Puis je remplis mes informations et nous allons aller-retour et Hammer le mémorandum pour le juge.
2	She's got to put in there all her Witnesses the facts on which she's relying her damages stuff.	Elle doit mettre là-dedans tous ses témoins les faits sur lesquels elle se fie à ses affaires de dommages.
2	I don't have from her yet.	Je n'ai pas encore d'elle.
1	right	droite
2	The order for this thing came out months ago.	L'ordre pour ce truc est sorti il y a des mois.
2	And now she's claiming as requested on multiple occasions.	Et maintenant elle prétend comme demandé à plusieurs reprises.
2	I requested it yesterday and she's telling me that the clerk told her she doesn't need to do one what judge is going to go on trial without a memo.	Je l'ai demandé hier et elle me dit que la greffière lui a dit qu'elle n'avait pas besoin de faire ce que le juge va faire en procès sans note de service.
2	There may not be a conference, but you still need to do the memo.	Il n'y a peut-être pas de conférence, mais vous devez quand même faire la note.
2	How do I get how do I go into court and say no don't continue this trial but by the way, I'm unprepared for trial because she won't do the memo.	Comment puis-je obtenir comment je vais au tribunal et dire non ne pas poursuivre ce procès, mais au fait, je ne suis pas préparé pour le procès parce qu'elle ne fera pas le mémo.
