speaker	original	traduit
1	How are you?	Comment allez-vous ?
2	Okay.	Très bien.
1	How are things it's been awhile.	Comment vont les choses depuis un moment.
2	It's been a while.	Ça fait un bail.
2	I guess I'd say I'm anxious more than anything a lot.	Je dirais que je suis plus anxieux que tout.
2	But I guess overall things are okay.	Mais je suppose que dans l'ensemble, les choses vont bien.
1	You said you got a new monster guy?	Tu as dit que tu avais un nouveau monstre ?
2	So I try the first couple were really bad.	J'essaie donc que le premier couple soit vraiment mauvais.
2	So I tried to think of one and I don't believe it and it sounds horrible, but it's going to be okay things are going to like that.	Donc j'ai essayé d'en penser un et je n'y crois pas et ça a l'air horrible, mais ça va aller, les choses vont aimer ça.
2	Sometimes it's interesting.	Parfois, c'est intéressant.
2	But sometimes in my head, I'll still hear the like I hate myself immediately and I can't like but then after that I will think it's going to be okay from trying to like hopefully eventually the first one will be erased and I won't think that but it's really ingrained.	Mais parfois dans ma tête, je vais encore entendre comme je me déteste immédiatement et je ne peux pas aimer mais après cela je vais penser que ça va aller d'essayer d'aimer éventuellement le premier sera effacé et je ne vais pas penser que, mais c'est vraiment enraciné.
2	So	Alors
1	That's what I think part of it is just even to get start noticing how awesome that.	C'est ce que je pense qu'une partie de ça est juste pour commencer à remarquer à quel point c'est génial.
1	Compson comes up in your mind how much it's there as a whip, even if all you're doing in the beginning is just noticing it more how ingrained you're saying that is that it comes in.	Compson vient dans votre esprit à quel point il est là comme un fouet, même si tout ce que vous faites au début est juste de le remarquer plus à quel point vous dites que c'est qu'il vient dedans.
1	Is that exact statement specifically?	Est-ce une déclaration précise ?
2	Yeah, always.	Oui, toujours.
1	Wow.	C'est pas vrai.
2	It's always that and it's like a daily think if not multiple times a day.	C'est toujours ça et c'est comme un quotidien qui pense si ce n'est plusieurs fois par jour.
2	So it's going to be okay sounds like it sounds a little wishy-washy R. It sounds like the type of thing.	Donc ça va aller, on dirait que ça ressemble à un peu à un R. Ça sonne comme le genre de chose.
2	You don't want to hear when you're upset like oh, it'll be okay almost like brushing it off, but you can be a little comforting even to just try to believe it or even just to hear it after that instead of that.	Vous ne voulez pas entendre quand vous êtes contrarié comme oh, ça va aller presque comme le brosser, mais vous pouvez être un peu réconfortant même pour essayer juste de le croire ou même juste de l'entendre après cela au lieu de cela.
2	They can do a little good.	Ils peuvent faire un peu de bien.
1	You said you tried a couple of other things first that didn't stick at all.	Tu as dit que tu avais d'abord essayé d'autres choses qui n'étaient pas du tout collées.
2	I didn't intentionally try them.	Je ne les ai pas essayés intentionnellement.
2	It's just like they came into my mind.	C'est comme s'ils étaient dans mon esprit.
1	So what but that they didn't work like it didn't feel.	Donc quoi, mais qu'ils n'ont pas fonctionné comme si ça ne se sentait pas.
2	No, they weren't good.	Non, ils n'étaient pas bons.
2	They were not good.	Ils n'étaient pas bons.
1	Like what?	Comme quoi ?
1	I'm curious what came out first.	Je suis curieux de savoir ce qui est sorti en premier.
2	It was like a I guess it's self critical thought I was looking at someone else.	C'était comme si c'était une pensée autocritique que je regardais quelqu'un d'autre.
2	Actually they are on the team and she just looked like so put together and so and I was thinking about myself and thought of the I hate myself and then I thought she's better than me then I thought that's not good like comparing that that's not a good strategy.	En fait, ils font partie de l'équipe et elle a juste l'air tellement ensemble et ainsi de suite et je pensais à moi-même et pensé à la je me déteste et puis je pensais qu'elle est mieux que moi alors je pensais que ce n'est pas bon de comparer que ce n'est pas une bonne stratégie.
2	Then there was another one that had come into my mind actually not remembering at the moment.	Puis il y en avait un autre qui était venu dans mon esprit en fait ne se souvenant pas en ce moment.
1	It sounds like sort of one Distortion coming into replace another Distortion more than a challenge.	On dirait une sorte de Distortion venant remplacer une autre Distortion plus qu'un défi.
2	Right, so it's going to be okay.	C'est bon, ça va aller.
2	It's I don't know if it's that great, but it's better for sure.	Je ne sais pas si c'est génial, mais c'est mieux sûr.
2	I think it's at least not anything negative and I find it at least triggers like a it's not the end of the world reality.	Je pense que ce n'est au moins rien de négatif et je trouve qu'il déclenche au moins comme un ce n'est pas la fin de la réalité mondiale.
1	Yes, yes.	Oui, oui.
2	Because I find the I hate myself.	Parce que je trouve que je me déteste moi-même.
2	It doesn't just come up in the course of a day it comes up as I think about something can trigger a memory and I think back on something I did or didn't do or Saturday.	Il ne vient pas juste dans le cours d'une journée il vient comme je pense à quelque chose peut déclencher un souvenir et je pense à quelque chose que j'ai fait ou n'ai pas fait ou samedi.
2	I didn't say whatever and I noticed that I hate myself like comes so it's not even like if everything goes well today, I can guarantee that that's not going to come up in my mind.	Je n'ai pas dit quoi que ce soit et j'ai remarqué que je me déteste comme vient donc ce n'est même pas comme si tout allait bien aujourd'hui, je peux garantir que cela ne va pas venir dans mon esprit.
2	It's more like	C'est plus comme
1	interesting	intéressant
2	My thoughts can go there.	Mes pensées peuvent y aller.
1	even by just seeing somebody I'm a team in other words.	même en voyant quelqu'un que je suis une équipe en d'autres termes.
1	You didn't do anything wrong.	Tu n'as rien fait de mal.
1	You didn't say anything wrong.	Tu n'as rien dit de mal.
2	Right, but not even just that like something will trigger some kind of memory and I'll think back and it could be years ago.	D'accord, mais pas seulement comme ça quelque chose va déclencher une sorte de mémoire et je vais y réfléchir et ça pourrait être il y a des années.
2	It could be weeks ago.	Ça pourrait être il y a des semaines.
2	It could be something I did or something I didn't do or just something I was embarrassed.	Ça pourrait être quelque chose que j'ai fait ou quelque chose que je n'ai pas fait ou juste quelque chose que j'étais gêné.
2	It could be a little thing.	Ça pourrait être un petit truc.
2	It could be like an actually significant thing and then I hate myself that will pop into my head.	C'est peut-être comme une chose vraiment importante et puis je me déteste moi-même qui va sauter dans ma tête.
2	But it but if at least in that situation.	Mais si au moins dans cette situation.
2	It's going to be okay.	Ça va aller.
2	It already happened.	C'est déjà arrivé.
2	It's over.	C'est fini.
2	It's not the end of the world like so	Ce n'est pas la fin du monde comme ça
1	It is a really interesting thought you're that you come up with because right on the face of it.	C'est une pensée vraiment intéressante que tu es avec qui tu es venu parce que juste sur le visage de celui-ci.
1	It sounds almost invalidating.	Ça semble presque invalidant.
1	It's going to be okay Ramona stop overreacting or something.	Ça va aller, Ramona arrête d'exagérer.
1	But I think the reason you're saying it might be doing something that feels better is it does like when the thought I hate myself comes up in a way triggered by tremendous anxiety.	Mais je pense que la raison pour laquelle vous dites qu'il pourrait être faire quelque chose qui se sent mieux est qu'il fait comme quand la pensée que je me déteste vient d'une manière déclenchée par une énorme anxiété.
1	In other words.	En d'autres termes.
1	What's it's not what's not on it's very obvious.	Ce qui n'est pas ce qui n'est pas sur elle est très évident.
1	I hate myself can be a start of Selfridge self-critical spot, but I think that what's less obvious but actually is functioning.	Je me déteste peut-être un début de Selfridge spot autocritique, mais je pense que ce qui est moins évident, mais en fait fonctionne.
1	A lot of the time is that it's a thought that you have to manage your anxiety.	Beaucoup de temps est que c'est une pensée que vous devez gérer votre anxiété.
1	You know what I mean?	Tu vois ce que je veux dire ?
1	So you start feeling you can start feeling out of control.	Donc vous commencez à sentir que vous pouvez commencer à vous sentir hors de contrôle.
1	You can start feeling like you'll never	Tu peux commencer à te sentir comme si tu ne le serais jamais.
1	Get to where you want to be.	Allez là où vous voulez être.
1	You can start feeling like I'm not going to get a job.	Vous pouvez commencer à vous sentir comme si je n'allais pas avoir de travail.
1	I'm not going to get an A and that I hate myself that kind of whipping yourself back into shape becomes a way of kind of getting control of a situation that feels out of control.	Je ne vais pas obtenir un A et que je me déteste ce genre de se remettre en forme devient une sorte de façon de prendre le contrôle d'une situation qui se sent hors de contrôle.
2	Yeah, no, I definitely yeah, it takes control and it puts it all on me and it just a minute becomes like I hate myself and if I change this and like maybe then I won't hate myself so much.	Oui, non, je suis sûr que ça prend le contrôle et ça met tout sur moi et ça devient juste une minute comme si je me haïssais et si je change ça et comme peut-être que je ne me détesterais pas autant.
2	Maybe then the problem won't exist.	Peut-être que le problème n'existera pas.
2	Maybe then like so I definitely like it's very it's a atheme I'm seeing here is that it's very important for me to have complete control over the problem whether or not is actually related to me.	Peut-être alors comme ça j'aime vraiment que c'est un athème que je vois ici, c'est qu'il est très important pour moi d'avoir un contrôle complet sur le problème, que ce soit ou non lié à moi.
1	right	droite
2	And I think it's also a way to deal with shame to deal with Mike.	Et je pense que c'est aussi une façon de faire face à la honte de traiter avec Mike.
2	I don't know depression or anger run an issue because I find it to be I found it to be so incredibly unproductive to get angry at the person was actually responsible.	Je ne sais pas si la dépression ou la colère posent un problème parce que je trouve que c'est tellement improductif de me mettre en colère contre la personne était en fait responsable.
2	I just lied know where it is made.	J'ai menti pour savoir où ça se fait.
2	No progress.	Pas de progrès.
2	No success.	Aucun succès.
2	It's been invalidated even that it's their fault, of course bringing it back and putting it on myself his felt like the only way	Il a été invalidé même que c'est leur faute, bien sûr le ramener et le mettre sur moi-même son sentiment comme la seule façon
1	Yeah, this is the only outlet for all those feelings some of which is actually meant for people out there.	Oui, c'est le seul débouché pour tous ces sentiments dont certains sont en fait destinés aux gens là-bas.
2	yeah.	Oui.
