speaker	original	traduit
1	Hi, I'm one of the psychiatrists who work here in the department of psychological medicine and I'm seeing you today because you were referred up for the emergency room.	Salut, je suis l'un des psychiatres qui travaillent ici dans le département de médecine psychologique et je te vois aujourd'hui parce que tu as été envoyé aux urgences.
1	I understand that you were brought in by ambulance last night after you're cutting your arms and overdosing on Tylenol.	Je comprends que vous ayez été amené par ambulance hier soir après avoir coupé les bras et abusé de Tylenol.
1	It looks like you are bandaged up.	On dirait que tu es bandé.
1	Are you feeling suicidal today?	Tu te sens suicidaire aujourd'hui ?
2	I never was I need to get out of here.	Je n'ai jamais eu besoin de sortir d'ici.
2	I need to see Carl.	J'ai besoin de voir Carl.
1	Is Carl your boyfriend?	Carl est ton petit ami ?
2	Yeah.	Oui.
1	How long have you been together?	Depuis combien de temps êtes-vous ensemble ?
2	Couple of months we've been living together for the last four and a half weeks.	Depuis quelques mois, on vit ensemble depuis quatre semaines et demie.
2	Why do you care?	Qu'est-ce que ça peut te faire ?
2	Nobody cares?	Tout le monde s'en fiche ?
2	Oh God, I can't believe he is gone.	Oh mon Dieu, je n'arrive pas à croire qu'il soit parti.
2	I hate him.	Je le déteste.
2	I need him to come back because I love him Jack The Jerk was before him feel left me to they all leave.	J'ai besoin qu'il revienne parce que je l'aime Jack The Jerk était avant qu'il me laisse partir.
2	Everybody leaves me.	Tout le monde me quitte.
2	I hate them Carl was David different.	Je les déteste Carl était David différent.
2	He said he loved me.	Il a dit qu'il m'aimait.
2	Oh, well, if you loved me you would be here now.	Si tu m'aimais, tu serais là.
1	Call made the 911 call for the ambulance according to your file.	L'appel a fait l'appel du 911 pour l'ambulance selon votre dossier.
1	You've attempted suicide before this was your first attempt.	Tu as tenté de te suicider avant que ce soit ta première tentative.
2	I've been it I've been in to have my arm stitched up and my stomach pumped a few times.	J'ai été là pour me faire recoudre le bras et me faire pomper l'estomac quelques fois.
2	Nobody cares.	Personne ne s'en soucie.
2	I wish someone would help me.	J'aimerais que quelqu'un m'aide.
2	Maybe you're the one.	Peut-être que c'est toi.
1	I'm here to help you.	Je suis là pour t'aider.
1	Can you tell me about your past medical history your family history?	Pouvez-vous me parler de vos antécédents médicaux, de vos antécédents familiaux ?
2	I have four kids.	J'ai quatre enfants.
2	Oh my God.	Oh mon Dieu.
2	Where's my baby?	Où est mon bébé ?
2	Where is she?	Où est-elle ?
1	Your baby was removed and taken to foster care after the ambulance responded to your home last night.	Votre bébé a été enlevé et emmené en famille d'accueil après que l'ambulance ait répondu à votre domicile hier soir.
1	Can you tell me about the three other children?	Pouvez-vous me parler des trois autres enfants ?
2	They took them for me.	Ils les ont pris pour moi.
2	Nobody cares who the hell do they think they are?	Personne ne se soucie de qui ils se prennent ?
2	I hate you.	Je te déteste.
2	All.	Tous.
2	My kids need me.	Mes enfants ont besoin de moi.
2	I wish Carl would come and get me from this place.	J'aimerais que Carl vienne me chercher ici.
2	Oh screw him.	Va te faire voir.
1	What about your family?	Et votre famille ?
1	Can I help with the kids?	Je peux aider les enfants ?
2	Mom died when I was 4 and dad is a drunk.	Maman est morte quand j'avais 4 ans et papa est un ivrogne.
2	So no good SOB.	Donc pas de bon SOB.
2	What did they care?	Qu'est-ce qu'ils se souciaient ?
2	They hate me and would never help me.	Ils me détestent et ne veulent jamais m'aider.
2	They've never help me.	Ils ne m'ont jamais aidé.
1	Your chart states that you have been on Depakote and Geodon and Abilify.	Votre carte indique que vous avez été sur Depakote et Geodon et Abilify.
1	Can you tell me about these medications?	Pouvez-vous me parler de ces médicaments ?
1	Did they seem to help at all?	Ils ont l'air d'aider du tout ?
2	Well, if you read the file, you will see that they suck and didn't work.	Si vous lisez le dossier, vous verrez qu'ils sont nuls et n'ont pas marché.
2	I thought you were going to help me.	Je croyais que tu allais m'aider.
1	What about therapy?	Et la thérapie ?
1	Did you find dialectical behavioral therapy to be beneficial with your therapist?	Avez-vous trouvé la thérapie dialectique comportementale bénéfique avec votre thérapeute?
2	No, I can't I can't get to the appointments all the time.	Non, je ne peux pas aller aux rendez-vous tout le temps.
2	I told him that it was tough for me to get there all the time and he was no help asshole.	Je lui ai dit que c'était dur pour moi d'y arriver tout le temps et qu'il n'était pas un trou du cul d'aide.
2	I hate him.	Je le déteste.
2	He was going to help me to I need to get back to my room.	Il allait m'aider à retourner dans ma chambre.
2	I love to watch my TV.	J'adore regarder ma télé.
2	You know, I have my favorites that I never like to miss.	Tu sais, j'ai mes favoris que je n'aime pas manquer.
1	You find some joy in your life then with the fan favorite TV programs.	Vous trouvez un peu de joie dans votre vie puis avec les émissions de télévision préférées des fans.
2	I never said I didn't I enjoy things of course.	Je n'ai jamais dit que je n'aimais pas les choses bien sûr.
2	I'm not crazy.	Je ne suis pas fou.
1	Did you have any drugs or alcohol in your system last night before the overdose?	Avez-vous eu de la drogue ou de l'alcool dans votre système hier soir avant l'overdose ?
2	You're the one with the chart know, I don't drink like my dad.	C'est toi qui sais que je ne bois pas comme mon père.
2	I might binge eat and spend but I don't drink or do drugs.	Je pourrais manger et dépenser, mais je ne bois pas ou ne me drogue pas.
1	Healthy eating and spending binges cause a problem with work or your relationship with Carl or your children.	Manger sainement et dépenser des bintes causent un problème avec le travail ou votre relation avec Carl ou vos enfants.
2	Sometimes I wish you could help me get my kids my poor baby girl.	Parfois, j'aimerais que tu m'aides à avoir mes enfants ma pauvre petite fille.
2	Could you call Carl for me and see if he could come up here?	Tu peux appeler Carl pour voir s'il peut venir ici ?
2	Carl gets pissed about me spending too much.	Carl s'énerve parce que je dépense trop.
2	He was mad last night.	Il était en colère hier soir.
2	It's not my fault.	Ce n'est pas ma faute.
2	I bought bought stuff for the house and in him to I don't have a job right now.	J'ai acheté des trucs pour la maison et en lui je n'ai pas de travail en ce moment.
2	Fired from my last one.	Viré de mon dernier.
2	They hated me.	Ils me détestaient.
1	I'm here to help you get there be a medication and then we will work on getting in touch with your family.	Je suis là pour vous aider à obtenir un médicament et ensuite nous travaillerons à entrer en contact avec votre famille.
2	I don't have good results with the meds and the therapist is a jerk.	Je n'ai pas de bons résultats avec les médicaments et le thérapeute est un con.
2	Maybe you could be my new therapist.	Peut-être que tu pourrais être mon nouveau thérapeute.
2	You could be the one to help me.	C'est toi qui pourrais m'aider.
1	I will work in conjunction with your therapist and positions to help your treatment get started.	Je travaillerai en collaboration avec votre thérapeute et vos postes pour aider votre traitement à commencer.
1	Can you spell the word spread backwards for me?	Pouvez-vous épeler le mot à l'envers pour moi ?
2	T i n o r f e l o h s s a how's this going to help?	Qu'est-ce que ça peut faire ?
2	Okay.	Très bien.
1	This is the formal status exam that you have had before now.	C'est l'examen de statut officiel que vous avez eu avant maintenant.
1	I'm going to say three words and ask you them to ask you to repeat them back to me in a few minutes.	Je vais dire trois mots et vous demander de me les répéter dans quelques minutes.
1	Okay, the words are horse basketball and car.	Ok, les mots sont le basket-ball et la voiture de cheval.
1	Do you feel do you often feel suicidal?	Vous sentez-vous souvent vous sentir suicidaire?
1	And can you recall what exactly triggered the attempt last night?	Et vous souvenez-vous de ce qui a déclenché la tentative d'hier soir ?
2	I'm not suicidal.	Je ne suis pas suicidaire.
2	Sometimes I cut myself to feel the pain and release it in the past I cut too deep but got stitched up.	Parfois, je me suis coupé pour ressentir la douleur et la libérer dans le passé, j'ai coupé trop profond mais je me suis fait recoudre.
1	Would you be willing to see the therapist again and try the dialectical behavior therapy and a new medication?	Seriez-vous prêt à revoir le thérapeute et à essayer la thérapie dialectique du comportement et un nouveau médicament ?
1	This is the help I can offer you today.	C'est l'aide que je peux vous offrir aujourd'hui.
2	I knew you would help me.	Je savais que tu m'aiderais.
2	I will do therapy and a different medication.	Je vais faire une thérapie et un autre médicament.
1	Thank you now.	Je vous remercie.
1	Can you remember those three words?	Tu te souviens de ces trois mots ?
2	horse basketball and car	basket-ball et voiture de cheval
1	Good.	Tant mieux.
1	Thank you.	Je vous remercie.
1	Now.	Tout de suite.
1	Let's move over to the lab and check your blood work and run some tests before we begin your new medication lead the way.	Passons au labo et vérifions vos analyses sanguines avant de commencer votre nouveau médicament.
2	Sure, let's go dock then.	Bien sûr, allons à quai alors.
2	Maybe Carl will come back and watch TV with me and take me home.	Peut-être que Carl reviendra regarder la télé avec moi et me ramènera à la maison.
