speaker	original	traduit
1	Ramona just to let you know the Monday Memorial Day.	Ramona juste pour vous faire savoir le jour du Mémorial du lundi.
1	I'm going to be out.	Je vais sortir.
2	What day does that?	Quel jour fait ça ?
1	Is the 27th.	C'est le 27e.
1	So two more weeks after this it will be three weeks from now.	Donc, deux semaines de plus après ça, ça sera dans trois semaines.
1	I'll take a week off.	Je vais prendre une semaine de congé.
2	Okay.	Très bien.
1	You're graduating.	Vous êtes diplômé.
1	Is it around then that you're graduating?	C'est dans les parages que tu as ton diplôme ?
2	Actually, it's on the 18th this Saturday.	En fait, c'est le 18 samedi.
2	So I was actually wondering maybe for those two weeks if we could find another time since you'll be away the next week that Monday my in-laws are leaving in the morning, which I don't know if that means I should be around or not.	Donc je me demandais peut-être pour ces deux semaines si on pouvait trouver une autre fois puisque tu seras parti la semaine prochaine que mes beaux-parents partiront le matin, ce qui veut dire que je devrais être là ou pas.
1	So we so we should take off the 20th.	Donc on devrait décoller le 20.
2	Yes the 20th and then I guess the 27th if there are other times those weeks.	Oui le 20 et je suppose que le 27 s'il y a d'autres fois ces semaines.
1	If you want to take a look next week as it gets closer.	Si vous voulez jeter un oeil la semaine prochaine à mesure que ça se rapproche.
2	That's fine.	C'est bon.
1	The reason turkey for me is that that week?	La raison pour laquelle la dinde est pour moi c'est cette semaine-là ?
1	I'm out Friday.	Je suis sorti vendredi.
1	So at the moment I'm pretty booked solid for the week.	Donc en ce moment, je suis assez bien réservé pour la semaine.
2	I can probably be okay.	Je peux probablement aller bien.
2	I should probably talk to them and make sure.	Je devrais probablement leur parler et m'en assurer.
1	Going two and a half weeks.	Deux semaines et demie.
1	It could be okay for the time.	Ça pourrait être bon pour le moment.
2	Yes, I can try.	Oui, je peux essayer.
2	I should probably just clarify with them what they're doing anyway.	Je devrais juste leur expliquer ce qu'ils font de toute façon.
1	If it makes any difference, I might have a time open a little bit earlier in the day.	Si ça change quelque chose, je pourrais avoir un temps ouvert un peu plus tôt dans la journée.
1	I don't know if that helps at all.	Je ne sais pas si ça aide du tout.
2	I know it probably would because they said they were going to leave in the morning.	Je sais que c'est probablement parce qu'ils ont dit qu'ils partiraient demain matin.
1	I'm almost definitely going going to have a 120 time.	Je vais presque certainement avoir 120 fois.
1	Would that be better?	Ce serait mieux ?
2	That would probably yeah.	C'est probablement oui.
1	Okay, so I'm going to put you down with?	Ok, donc je vais te poser avec ?
1	For them.	Pour eux.
1	Do you want to check on check on it and let me know?	Veux-tu vérifier et me le dire ?
2	Yeah, absolutely.	Oui, absolument.
1	Where are you?	Où es-tu ?
2	I guess a little better.	J'imagine que c'est un peu mieux.
2	I'm done pretty much.	J'en ai assez.
2	I just have to finish up some research hours.	Je dois juste finir quelques heures de recherche.
1	Congratulations.	Félicitations.
2	Thanks and do my loan exit counseling so that's not too huge of a deal if I know that I was worked up about.	Merci et faites mon prêt de sortie de conseil donc ce n'est pas trop énorme d'un accord si je sais que j'ai été travaillé sur.
2	I've already got my grade and I got a 97 so that was good.	J'ai déjà eu mon diplôme et j'ai eu un 97, donc c'était bien.
1	Wow.	C'est pas vrai.
2	That was my main class.	C'était ma classe principale.
2	So that was good.	C'était bien.
2	I had a job interview at the on Friday.	J'ai eu un entretien d'embauche vendredi.
2	So that's good.	C'est bien.
1	Oh my God.	Oh mon Dieu.
2	And then I had sort of another pseudo interview during the week.	Et puis j'ai eu une autre pseudo interview pendant la semaine.
2	I say pseudo because she just has to wait for her new job to be secure before her position officially open, but they already asked for my resume and gave it to her boss.	Je dis pseudo parce qu'elle doit juste attendre que son nouveau travail soit sécurisé avant son poste officiellement ouvert, mais ils ont déjà demandé mon CV et l'ont donné à son patron.
2	So that's hopeful.	C'est de l'espoir.
1	Where is that at?	Où est-ce que c'est ?
2	that's at Walter Reed at the clinic.	C'est à Walter Reed à la clinique.
2	When I'm more interested in so yeah, it's going	Quand ça m'intéresse plus, alors oui, ça se passe comme ça.
1	And these are for research assistantship kind of positions.	Et c'est pour les postes d'assistant de recherche.
2	sort of the one at the was a data coordinator, which it turns out.	En quelque sorte, il s'agissait d'un coordinateur de données, ce qui s'avère.
