speaker	original	traduit
1	And how are you doing today?	Et comment allez-vous aujourd'hui ?
2	I'm okay had a last Tuesday had a breakdown at work or I was fine in the morning.	J'ai eu un mardi dernier une panne au travail ou j'allais bien le matin.
2	I was fine for most of the afternoon and then towards the end of the last like our that I was working.	J'étais bien pendant la majeure partie de l'après-midi, puis vers la fin de la dernière comme la nôtre que je travaillais.
2	I started like shaking.	J'ai commencé à trembler.
2	And then I realized that I was panicking I was able to hide this from everybody but ended up, you know, leaving an hour early, which I mean isn't that abnormal for me especially because right now hurts my hands.	Et puis j'ai réalisé que j'avais paniqué, j'ai pu cacher ça à tout le monde, mais j'ai fini par partir une heure plus tôt, ce qui n'est pas si anormal pour moi, surtout parce que maintenant, ça me fait mal aux mains.
2	But I ended up going to my parents place first because I didn't know that I would be able to make it.	Mais j'ai fini par aller chez mes parents d'abord parce que je ne savais pas que je pourrais y arriver.
2	All the way back to Sydney, you know New Haven and so I ended up calling.	Jusqu'à Sydney, tu connais New Haven et j'ai fini par appeler.
2	Dr. Barnes decided like she called me back and so he put me back on the Seroquel.	Le Dr Barnes a décidé comme si elle m'avait rappelé et donc il m'a remis sur le Seroquel.
1	That's unusual for you to panic at work.	C'est inhabituel pour vous de paniquer au travail.
2	I know that's when I realized it was like it wasn't just the apartment or something because I don't normally Panic at work.	Je sais que c'est là que j'ai réalisé que c'était comme si ce n'était pas juste l'appartement ou quelque chose parce que je ne suis pas normalement Panic au travail.
1	Yeah, that's different.	Ouais, c'est différent.
2	Yeah.	Oui.
1	So do you notice a difference already and being back on the Seroquel?	Tu as déjà remarqué une différence et tu es de retour sur le Seroquel ?
1	Is it just Tuesday like yesterday Tuesday or a week ago Tuesday?	Est-ce que c'est mardi comme hier mardi ou il y a une semaine mardi ?
2	a week ago Tuesday	Il y a une semaine Mardi
1	Okay.	Très bien.
2	So I've been on for a week.	J'y suis depuis une semaine.
2	I mean, I think it helps them.	Je veux dire, je pense que ça les aide.
2	I was Panic free for a few days and then the past couple of days.	J'ai été Panic libre pendant quelques jours, puis ces deux derniers jours.
2	I've been so like sad again and suicidal again, but	J'ai encore été triste et suicidaire, mais
1	That's pretty significant.	C'est assez important.
2	I've been suicidal all along like for the past few weeks, but not as suicidal as I was when I was not on the Seroquel.	J'ai été suicidaire depuis quelques semaines, mais pas aussi suicidaire que je l'étais quand je n'étais pas sur le Seroquel.
2	I think it's helping.	Je pense que ça aide.
1	The past few days what when you say suicidal, what does that really mean?	Ces derniers jours, qu'est-ce que ça veut dire, quand tu dis suicidaire ?
1	How long have the thoughts been what level have the thoughts been?	Depuis combien de temps les pensées sont - elles à quel niveau?
2	What's more like I was kind of really sad but usually like not that long but they weren't just like instant and go away.	Qu'est-ce qui est plus comme si j'étais un peu triste, mais d'habitude pas si longtemps, mais ils n'étaient pas comme un instant et s'en vont.
2	They were like maybe 5 minutes or so.	Ils étaient peut-être dans 5 minutes.
1	That's a really uncomfortable 5 minutes.	C'est vraiment inconfortable 5 minutes.
1	It can feel like a really long time when you're feeling that sat.	Ça peut être très long quand on se sent assis.
2	This morning.	Ce matin.
2	I just sort of realized that because it was my birthday.	J'ai réalisé ça parce que c'était mon anniversaire.
