speaker	original	traduit
1	Good morning.	Bonjour.
2	Good morning.	Bonjour.
2	Do you know any therapist in Maryland?	Connaissez-vous un thérapeute au Maryland ?
1	I do actually I know someone who is very good.	En fait, je connais quelqu'un de très bon.
1	And I also have a pretty big network of colleagues here who would he will know some people there?	Et j'ai aussi un assez grand réseau de collègues ici qui pourrait-il connaître certaines personnes là-bas ?
2	Okay, one of the funniest friends visited over the weekend her sister has just moved to Maryland and is struggling to find a therapist that works for her.	Ok, un des amis les plus drôles visités au cours du week-end sa sœur vient d'emménager au Maryland et peine à trouver un thérapeute qui travaille pour elle.
1	I know someone very good I've got but I've been in contact with him a couple years ago, but I can I bet you can you I can dig up his name.	Je connais quelqu'un de bien que j'ai, mais j'ai été en contact avec lui il y a quelques années, mais je peux te parier que je peux trouver son nom.
1	I thought he was very good when I spoke to him.	Je l'ai trouvé très bon quand je lui ai parlé.
2	Thanks, if it's not too much trouble.	Merci, si ce n'est pas trop d'ennuis.
1	It's fine.	C'est bon.
2	I think so.	Je crois.
2	I feel like last week's session was very helpful.	J'ai l'impression que la séance de la semaine dernière a été très utile.
2	So I've asked if you could want me more and keep I really appreciate that.	Donc j'ai demandé si tu pouvais me vouloir plus et garder ça pour moi.
2	I feel much less.	Je me sens beaucoup moins.
2	I was floundering.	J'étais en train de flipper.
1	Good.	Tant mieux.
2	So thanks.	Alors merci.
2	I think you asked a question.	Je pense que vous avez posé une question.
2	Did I feel like I was floundering in my everyday life.	Est-ce que j'avais l'impression de flirter dans ma vie de tous les jours.
2	I think I sort of said yes.	Je crois que j'ai dit oui.
2	Yes and know the answer is probably more.	Oui et sachez que la réponse est probablement plus.
2	Yes, then no in some ways, but like this is an anchoring point in some sense.	Oui, alors non d'une certaine façon, mais comme ceci est un point d'ancrage dans un certain sens.
2	So helpful to be here and particular helpful last week.	Tellement utile d'être ici et particulièrement utile la semaine dernière.
2	So, thanks.	Alors, merci.
2	I think I also expressed that I felt anxious while we were talking.	Je pense que j'ai également exprimé mon inquiétude pendant que nous parlions.
2	I didn't really have a reason as to why but after I left I think that because it's that I rely on the session that I was and sometimes am anxious.	Je n'avais pas vraiment de raison de savoir pourquoi, mais après mon départ je pense que parce que c'est parce que je compte sur la session que j'étais et que je suis parfois anxieux.
2	Like we won't get to something not that I have a particular thing.	Comme si on n'arrivait pas à quelque chose que j'avais en particulier.
2	I need to get to but like the time is very precious to me.	J'ai besoin d'y aller mais comme si le temps était très précieux pour moi.
2	So I might waste it or something.	Donc je pourrais le gaspiller ou quelque chose comme ça.
2	So those are my summarize thoughts.	Ce sont donc mes pensées résumées.
2	We were talking at the end about what constitutes a good reason or bad reason for making relationship decisions.	Nous parlions à la fin de ce qui constitue une bonne raison ou une mauvaise raison de prendre des décisions en matière de relations.
2	I thought maybe we could take that up again.	J'ai pensé qu'on pourrait reprendre ça.
1	I'd be happy to do so.	Je serais heureux de le faire.
2	Thanks.	C'est gentil.
2	It's sort of it occurs to me that I should probably talk out some of the features of last week.	Il me semble que je devrais probablement parler de certaines caractéristiques de la semaine dernière.
2	So it's my new friend Candice came to visit Candice was trying his roommate.	C'est donc mon nouvel ami Candice qui est venu voir Candice a essayé son colocataire.
2	I will even married very good friend.	J'épouserai même un très bon ami.
2	She's great.	Elle est géniale.
2	The one of the few people for who was always good for for who for Tanya.	Celui des rares pour qui a toujours été bon pour qui pour Tanya.
2	It's always good to visit.	C'est toujours bon de visiter.
2	So	Alors
2	it's helpful to have her it's good.	C'est utile de l'avoir, c'est bien.
2	She got in on Wednesday and then left Friday evening.	Elle est entrée mercredi et est partie vendredi soir.
2	So it's kind of a strange time.	C'est donc un moment étrange.
2	But she was on spring break from the teaching job.	Mais elle était en pause printanière depuis le poste d'enseignant.
2	She works at	Elle travaille à
2	So I think that the most save me a piece of that is that like I think there's two pieces of it that in terms of preparing for Candice to visit, you know, cleaning the apartment converting the room that we have a table and to a room that has a bed in there.	Donc je pense que le plus sauver un morceau de cela est que comme je pense qu'il y a deux morceaux de cela qui en termes de préparation pour Candice à visiter, vous savez, le nettoyage de l'appartement convertissant la chambre que nous avons une table et à une chambre qui a un lit là-dedans.
2	So Candice could stay with us.	Pour que Candice puisse rester avec nous.
2	I did all of that work.	J'ai fait tout ce travail.
